Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d046595	Zm00001d036749	0.0	12_Zea mays	86.0941	86.359	0.0582	0.1838
Zm00001d017403	Zm00001d002819	4e-123	09_Poaceae	56.1404	56.3601	0.2784	0.9223
Zm00001d043878	Zm00001d011588	1e-116	12_Zea mays	91.8216	72.434	0.0313	0.2322
Zm00001d021838	Zm00001d006625	0.0	12_Zea mays	77.8073	76.3226	0.1185	0.1902
Zm00001d038450	Zm00001d012480	5e-50	09_Poaceae	56.25	56.8966	0.2321	129.345
Zm00001d033995	Zm00001d013287	1e-77	12_Zea mays	51.087	71.7557	0.1299	0.5149
Zm00001d047266	Zm00001d029474	0.0	12_Zea mays	66.9159	68.0608	0.2129	0.5747
Zm00001d041921	Zm00001d023504	3e-63	09_Poaceae	78.0488	28.6996	0.1699	0.3293
Zm00001d040084	Zm00001d008491	0.0	11_Andropogoneae	96.124	89.4231	0.0201	0.1676
Zm00001d042133	Zm00001d011885	0.0	12_Zea mays	73.8693	81.6667	0.0868	0.3019
Zm00001d051235	Zm00001d002869	2e-67	09_Poaceae	42.1569	38.4501	0.4193	5.7753
Zm00001d042621	Zm00001d038222	8e-172	09_Poaceae	79.0155	84.4875	0.074	0.7465
Zm00001d046286	Zm00001d036989	8e-142	11_Andropogoneae	64.3606	60.3143	0.1925	0.3305
Zm00001d039115	Zm00001d009673	2e-153	11_Andropogoneae	67.4627	69.1132	0.1762	0.9498
Zm00001d052180	Zm00001d018142	8e-129	12_Zea mays	94.1176	94.1176	0.0272	0.1646
Zm00001d025287	Zm00001d003877	5e-88	11_Andropogoneae	77.0588	78.4431	0.1084	1.3704
Zm00001d015251	Zm00001d014673	0.0	10_Panicoideae	96.3415	95.4106	0.0194	1.0518
Zm00001d039179	Zm00001d009743	0.0	12_Zea mays	72.6644	72.4138	0.1963	0.5098
Zm00001d021947	Zm00001d006702	0.0	12_Zea mays	90.0489	90.4918	0.0483	0.1573
Zm00001d042658	Zm00001d038251	2e-76	09_Poaceae	65.8009	66.3755	0.1453	1.1259
Zm00001d043126	Zm00001d038538	1e-79	09_Poaceae	19.4867	31.8818	0.7103	2.9504
Zm00001d019223	Zm00001d005193	5e-84	10_Panicoideae	59.9078	62.8019	0.2241	1.078
Zm00001d047403	Zm00001d022250	3e-83	09_Poaceae	48.7032	36.1111	0.3898	2.3429
Zm00001d047335	Zm00001d029590	0.0	12_Zea mays	97.048	97.048	0.0135	0.1622
Zm00001d026426	Zm00001d002119	0.0	12_Zea mays	97.7219	98.2622	0.008	0.1982
Zm00001d047532	Zm00001d029049	3e-67	09_Poaceae	67.6647	66.4706	0.1681	0.9767
Zm00001d031599	Zm00001d021051	5e-116	09_Poaceae	85.3881	84.6154	0.0827	2.5883
Zm00001d041395	Zm00001d030958	0.0	11_Andropogoneae	31.8632	77.6316	0.1153	0.2389
Zm00001d043267	Zm00001d038620	0.0	09_Poaceae	66.1654	65.5087	0.2478	1.0709
Zm00001d048189	Zm00001d028164	0.0	05_Magnoliophyta	48.1763	44.9645	0.4185	34.67
Zm00001d042528	Zm00001d012166	2e-176	11_Andropogoneae	83.9876	85.7595	0.0716	0.2116
Zm00001d018931	Zm00001d013080	8e-75	09_Poaceae	59.8131	50.6596	0.2137	1.7995
Zm00001d029050	Zm00001d022434	2e-131	09_Poaceae	75.6757	74.8971	0.1419	0.9992
Zm00001d029075	Zm00001d022450	0.0	09_Poaceae	69.4064	67.4058	0.1948	2.2218
Zm00001d048050	Zm00001d028260	0.0	12_Zea mays	80.5797	71.0997	0.0179	0.2513
Zm00001d042643	Zm00001d012240	4e-86	12_Zea mays	85.8075	82.3161	0.0739	0.174
Zm00001d047849	Zm00001d028539	0.0	12_Zea mays	93.2084	88.0531	0.0405	0.163
Zm00001d032095	Zm00001d020595	6e-24	09_Poaceae	23.9474	21.7703	0.6105	9.3267
Zm00001d043511	Zm00001d038792	0.0	09_Poaceae	83.7945	83.6292	0.0933	0.9178
Zm00001d049914	Zm00001d031911	0.0	12_Zea mays	79.5681	80.6397	0.0821	0.4913
Zm00001d046656	Zm00001d036777	0.0	12_Zea mays	88.1967	72.8997	0.0285	0.1195
Zm00001d043541	Zm00001d010803	5e-45	09_Poaceae	89.4737	55.7377	0.0769	1.5179
Zm00001d021731	Zm00001d006571	0.0	09_Poaceae	51.8313	53.3714	0.3114	1.8316
Zm00001d021908	Zm00001d006667	0.0	12_Zea mays	74.3284	74.3284	0.2021	0.3037
Zm00001d026458	Zm00001d002065	0.0	12_Zea mays	89.7917	92.094	0.0355	0.3443
Zm00001d045566	Zm00001d035913	7e-18	12_Zea mays	86.5885	90.7231	0.0498	0.2168
Zm00001d037117	Zm00001d000238	4e-19	12_Zea mays	69.5652	65.3061	0.0587	0.2338
Zm00001d042343	Zm00001d031600	6e-61	05_Magnoliophyta	39.8034	41.0127	0.5133	5.2092
Zm00001d053817	Zm00001d036610	8e-18	09_Poaceae	46.712	52.4173	0.3078	2.3196
Zm00001d039139	Zm00001d009686	5e-82	12_Zea mays	72.973	77.1429	0.1095	0.3074
Zm00001d043411	Zm00001d012712	0.0	12_Zea mays	90.9366	89.0533	0.038	0.2463
Zm00001d034400	Zm00001d013094	0.0	11_Andropogoneae	93.9252	93.9252	0.0305	0.1802
Zm00001d044139	Zm00001d011427	9e-102	12_Zea mays	86.2443	83.7434	0.0692	0.1394
Zm00001d051117	Zm00001d017243	1e-64	12_Zea mays	74.1936	73.6655	0.1144	0.4386
Zm00001d017712	Zm00001d002452	4e-109	09_Poaceae	51.4463	49.3069	0.2619	1.258
Zm00001d020614	Zm00001d005813	3e-75	12_Zea mays	56.8807	54.6255	0.3285	0.86
Zm00001d033472	Zm00001d013631	1e-31	12_Zea mays	91.1628	50	0.0528	0.2277
Zm00001d025991	Zm00001d002796	6e-170	12_Zea mays	68.6782	74.9216	0.0646	0.1976
Zm00001d042276	Zm00001d011959	0.0	12_Zea mays	95.6938	95.0119	0.0199	1.1662
Zm00001d047309	Zm00001d029564	3e-16	12_Zea mays	63.7827	84.0849	0.0623	0.1095
Zm00001d034680	Zm00001d012933	6e-25	11_Andropogoneae	85.4167	85.4167	0.0639	0.2921
Zm00001d045194	Zm00001d036319	3e-172	12_Zea mays	98	98	0.0079	0.2757
Zm00001d042868	Zm00001d010054	3e-84	09_Poaceae	61.6	49.359	0.3016	2.3608
Zm00001d034793	Zm00001d012875	5e-37	12_Zea mays	80.1724	74.4	0.1296	0.1975
Zm00001d042056	Zm00001d011841	1e-27	09_Poaceae	56.4706	63.5762	0.2354	106.5889
Zm00001d025930	Zm00001d002843	6e-20	12_Zea mays	79.9331	81.8493	0.0714	0.5111
Zm00001d051080	Zm00001d017204	2e-126	12_Zea mays	55.9871	78.2805	0.1403	0.6344
Zm00001d042812	Zm00001d012325	0.0	12_Zea mays	90.2486	91.4729	0.0336	0.2118
Zm00001d025660	Zm00001d003347	2e-141	02_Viridiplantae	58.0952	65.2406	0.187	0.608
Zm00001d020219	Zm00001d005649	0.0	12_Zea mays	35.5072	90.7407	0.0508	0.1841
Zm00001d029064	Zm00001d022442	1e-99	09_Poaceae	67.341	62.2995	0.1708	1.0251
Zm00001d024825	Zm00001d010877	0.0	12_Zea mays	67.352	67.7419	0.226	0.3925
Zm00001d050018	Zm00001d031790	3e-127	12_Zea mays	77.4936	84.8739	0.0741	0.2598
Zm00001d026084	Zm00001d002630	1e-21	12_Zea mays	81.4516	88.4026	0.0423	0.3807
Zm00001d034641	Zm00001d012967	3e-27	09_Poaceae	42.7746	58.7302	0.2647	5.8998
Zm00001d044540	Zm00001d009374	0.0	12_Zea mays	92.4208	96.0047	0.0188	0.2294
Zm00001d020296	Zm00001d005671	7e-121	11_Andropogoneae	91.3738	91.3738	0.0427	0.1062
Zm00001d038955	Zm00001d009504	0.0	11_Andropogoneae	94.1791	96.189	0.0114	0.1418
Zm00001d052434	Zm00001d044640	0.0	09_Poaceae	57.874	59.5142	0.2386	1.9829
Zm00001d026607	Zm00001d001846	0.0	11_Andropogoneae	97.3611	97.4965	0.0133	0.1578
Zm00001d042463	Zm00001d012128	0.0	12_Zea mays	85.5285	87.2305	0.0494	0.1423
Zm00001d044838	Zm00001d037220	3e-111	12_Zea mays	94.6237	91.6667	0.026	0.1349
Zm00001d039300	Zm00001d010416	5e-71	09_Poaceae	49.6259	46.7136	0.3426	1.3324
Zm00001d025955	Zm00001d002810	0.0	12_Zea mays	88.3905	91.0326	0.0522	0.1762
Zm00001d042958	Zm00001d012441	5e-90	12_Zea mays	74.0854	80.198	0.078	0.4017
Zm00001d040293	Zm00001d008327	0.0	12_Zea mays	92.228	91.5952	0.0448	0.2301
Zm00001d022594	Zm00001d006257	0.0	12_Zea mays	86.6667	89.6028	0.0605	0.1745
Zm00001d048154	Zm00001d028111	0.0	12_Zea mays	94.6467	94.6467	0.0262	0.1494
Zm00001d027892	Zm00001d014243	2e-163	09_Poaceae	60.3139	69.8701	0.1515	2.0396
Zm00001d018867	Zm00001d007902	3e-166	12_Zea mays	75.4476	97.0395	0.0114	0.1374
Zm00001d022201	Zm00001d006917	0.0	12_Zea mays	92.0605	91.9736	0.0403	0.2069
Zm00001d038521	Zm00001d010630	0.0	12_Zea mays	95.1699	93.3333	0.0187	0.6215
Zm00001d048521	Zm00001d027325	1e-109	12_Zea mays	49.5935	61	0.2867	0.8648
Zm00001d043022	Zm00001d010604	5e-149	09_Poaceae	57.9256	58.0392	0.3045	0.9246
Zm00001d048318	Zm00001d027848	0.0	12_Zea mays	84.9057	81.0811	0.1016	0.2767
Zm00001d043692	Zm00001d038862	5e-118	09_Poaceae	69.3277	69.9153	0.1528	1.3815
Zm00001d052058	Zm00001d018344	1e-130	12_Zea mays	92.1429	91.4894	0.0334	0.296
Zm00001d049713	Zm00001d035035	0.0	12_Zea mays	85.0467	84.2593	0.0621	0.5962
Zm00001d020708	Zm00001d005881	0.0	12_Zea mays	47.9675	78.877	0.1315	0.2216
Zm00001d040197	Zm00001d008396	1e-76	12_Zea mays	74.4318	75.7225	0.1473	0.4936
Zm00001d043293	Zm00001d012641	0.0	12_Zea mays	91.8669	93.0712	0.028	0.2999
Zm00001d021534	Zm00001d006419	1e-85	12_Zea mays	86.5196	86.5196	0.0671	0.2226
Zm00001d039916	Zm00001d008591	0.0	12_Zea mays	92.1093	91.2782	0.0329	0.3057
Zm00001d010911	Zm00001d008199	1e-127	09_Poaceae	57.8778	63.1579	0.2191	3.7368
Zm00001d043906	Zm00001d038998	2e-68	09_Poaceae	39.1621	41.0305	0.5005	1.2739
Zm00001d051340	Zm00001d017466	6e-17	11_Andropogoneae	80.117	83.2827	0.069	0.3615
Zm00001d043845	Zm00001d011610	0.0	12_Zea mays	95.3678	95.8029	0.0235	0.1344
Zm00001d047901	Zm00001d028451	1e-160	12_Zea mays	89.881	91.5152	0.0367	0.4544
Zm00001d047841	Zm00001d028557	1e-59	10_Panicoideae	85.8896	88.6076	0.0502	2.1532
Zm00001d047531	Zm00001d022434	0.0	09_Poaceae	72.7651	72.0165	0.1589	0.9741
Zm00001d050395	Zm00001d032212	6e-135	11_Andropogoneae	58.6592	75	0.1011	0.2866
Zm00001d037167	Zm00001d018190	1e-68	09_Poaceae	49.1176	50.1502	0.2642	8.617
Zm00001d040463	Zm00001d008230	0.0	11_Andropogoneae	95.5665	95.098	0.0179	0.3786
Zm00001d045338	Zm00001d036197	2e-134	09_Poaceae	55.9913	54.5648	0.2766	100.3765
Zm00001d033496	Zm00001d013655	3e-155	12_Zea mays	77.9944	78.6517	0.1051	0.3548
Zm00001d026250	Zm00001d024392	2e-90	09_Poaceae	48.7179	42.2222	0.3665	13.2096
Zm00001d052848	Zm00001d031323	0.0	11_Andropogoneae	85.6305	87.9518	0.0679	0.3079
Zm00001d027852	Zm00001d014201	1e-76	09_Poaceae	55.814	55.1724	0.2073	2.2449
Zm00001d032852	Zm00001d027701	0.0	09_Poaceae	81.8182	82.3834	0.103	0.8188
Zm00001d049716	Zm00001d035032	0.0	12_Zea mays	93.2854	93.5096	0.0263	1.3425
Zm00001d029140	Zm00001d022493	4e-166	09_Poaceae	62.5352	41.7293	0.264	1.0645
Zm00001d034480	Zm00001d007802	8e-65	09_Poaceae	46.5174	54.8387	0.3399	0.9494
Zm00001d034368	Zm00001d013111	0.0	12_Zea mays	96.6507	96.8825	0.0135	0.2903
Zm00001d020840	Zm00001d005971	1e-87	12_Zea mays	83.209	82.2878	0.0771	0.3597
Zm00001d044815	Zm00001d037236	1e-170	11_Andropogoneae	68.0921	67.2078	0.2096	0.4716
Zm00001d025669	Zm00001d003331	0.0	12_Zea mays	80.3922	75.8179	0.1011	0.2194
Zm00001d040014	Zm00001d008529	3e-103	05_Magnoliophyta	45.1299	46.1794	0.4289	86.6346
Zm00001d031594	Zm00001d006082	9e-42	09_Poaceae	47.1396	56.4384	0.2694	9.8159
Zm00001d017753	Zm00001d002422	1e-122	05_Magnoliophyta	53.0414	54.9118	0.35	2.9026
Zm00001d022647	Zm00001d006232	0.0	12_Zea mays	92.8349	92.4031	0.0428	0.3543
Zm00001d033466	Zm00001d013625	2e-53	12_Zea mays	79.1469	83.9196	0.0738	0.4322
Zm00001d034543	Zm00001d013039	5e-109	12_Zea mays	86.9347	73.3051	0.0681	0.3272
Zm00001d020411	Zm00001d005727	0.0	12_Zea mays	86.6213	87.8161	0.0668	0.2664
Zm00001d048311	Zm00001d027854	0.0	12_Zea mays	91.6667	93.0769	0.0271	0.3594
Zm00001d034417	Zm00001d013087	9e-75	09_Poaceae	58.5492	57.9487	0.2494	103.9298
Zm00001d038761	Zm00001d012789	1e-15	09_Poaceae	49.0826	47.1366	0.2744	2.7254
Zm00001d034502	Zm00001d019090	0.0	09_Poaceae	60.8696	52.1181	0.2713	1.1412
Zm00001d033174	Zm00001d013751	0.0	12_Zea mays	97.8022	97.8022	0.01	0.2983
Zm00001d043921	Zm00001d039004	8e-138	09_Poaceae	66.5635	67.3981	0.1492	1.9988
Zm00001d047539	Zm00001d029010	0.0	12_Zea mays	85.0208	91.6293	0.0362	0.3464
Zm00001d047834	Zm00001d028569	0.0	12_Zea mays	83.8983	68.1583	0.0806	0.1501
Zm00001d037114	Zm00001d018261	0.0	09_Poaceae	80.4829	79.7607	0.1016	0.9509
Zm00001d044173	Zm00001d009700	2e-78	09_Poaceae	48.3871	63.253	0.2318	8.8969
Zm00001d020857	Zm00001d005974	0.0	11_Andropogoneae	79.604	80.7229	0.1043	0.5663
Zm00001d051799	Zm00001d017951	2e-75	12_Zea mays	95.6522	95.0617	0.0115	0.3593
Zm00001d036416	Zm00001d014773	0.0	12_Zea mays	81.9079	90.3811	0.0339	0.2212
Zm00001d033327	Zm00001d013725	6e-149	10_Panicoideae	57.4675	47.7089	0.271	90.8876
Zm00001d038968	Zm00001d009510	7e-161	10_Panicoideae	66.6667	62.6866	0.1928	1.4061
Zm00001d032316	Zm00001d005692	4e-43	09_Poaceae	38.5185	36.7491	0.3562	4.0733
Zm00001d025786	Zm00001d003124	0.0	12_Zea mays	89.0909	80.3279	0.0672	0.2393
Zm00001d013053	Zm00001d007765	2e-105	08_commelinids	43.0168	56.2044	0.2588	4.1051
Zm00001d049939	Zm00001d031945	2e-162	11_Andropogoneae	79.6089	82.8488	0.0946	0.2185
Zm00001d044100	Zm00001d011451	6e-55	12_Zea mays	62.069	61.597	0.2042	0.9418
Zm00001d025251	Zm00001d003929	2e-111	12_Zea mays	60.8479	61.3065	0.2444	0.4208
Zm00001d025710	Zm00001d003266	0.0	10_Panicoideae	56.7568	58.481	0.2673	0.54
Zm00001d044906	Zm00001d037182	0.0	09_Poaceae	78.0161	77.1883	0.1098	1.479
Zm00001d021695	Zm00001d006538	1e-90	12_Zea mays	73.4158	73.1895	0.1562	0.8208
Zm00001d021314	Zm00001d006226	2e-12	12_Zea mays	85.7143	86.7924	0.047	0.1661
Zm00001d033482	Zm00001d013646	0.0	12_Zea mays	90.9256	90.5967	0.037	0.2901
Zm00001d040324	Zm00001d008279	2e-132	12_Zea mays	69.0955	66.4251	0.1724	0.4954
Zm00001d042752	Zm00001d038283	3e-26	09_Poaceae	44.3089	47.807	0.3006	2.2138
Zm00001d025953	Zm00001d017409	2e-20	09_Poaceae	50	55.8376	0.2455	3.3516
Zm00001d021046	Zm00001d006080	0.0	11_Andropogoneae	91.8033	92.562	0.0373	0.1471
Zm00001d034662	Zm00001d012958	0.0	12_Zea mays	92.6014	92.823	0.0355	0.2034
Zm00001d052123	Zm00001d018238	1e-93	12_Zea mays	79.8942	80.3191	0.1171	0.2345
Zm00001d049553	Zm00001d024588	8e-64	05_Magnoliophyta	53.2787	53.9419	0.3517	62.0695
Zm00001d026421	Zm00001d002125	0.0	11_Andropogoneae	94.7925	94.7925	0.0244	0.16
Zm00001d053987	Zm00001d015148	0.0	11_Andropogoneae	83.871	83.5714	0.085	0.207
Zm00001d053095	Zm00001d007447	3e-32	12_Zea mays	61.165	60.5769	0.2501	0.4185
Zm00001d053724	Zm00001d015586	7e-103	12_Zea mays	91.0112	90	0.044	0.231
Zm00001d020744	Zm00001d005910	6e-67	09_Poaceae	54.2373	48.9297	0.3336	19.2817
Zm00001d025483	Zm00001d003583	2e-161	09_Poaceae	86.9048	89.5705	0.0369	0.3474
Zm00001d044176	Zm00001d011398	5e-48	12_Zea mays	68.6207	66.7785	0.1648	0.765
Zm00001d041497	Zm00001d031064	0.0	12_Zea mays	91.4414	90.524	0.0457	0.1517
Zm00001d011352	Zm00001d009724	1e-167	09_Poaceae	68.1351	43.4051	0.1896	1.1311
Zm00001d049826	Zm00001d031627	5e-71	11_Andropogoneae	53.5714	66.0377	0.0936	1.1431
Zm00001d041603	Zm00001d030620	0.0	12_Zea mays	91.8367	91.8367	0.0408	0.1715
Zm00001d017725	Zm00001d000168	5e-26	11_Andropogoneae	58.4665	38.3648	0.2347	0.5365
Zm00001d049948	Zm00001d031958	0.0	12_Zea mays	92.3077	84.2697	0.0401	0.0937
Zm00001d025239	Zm00001d016569	7e-20	06_Mesangiospermae	47.3684	28.3019	0.426	33.7448
Zm00001d047531	Zm00001d029050	1e-156	12_Zea mays	93.763	93.763	0.031	0.1347
Zm00001d031119	Zm00001d013659	6e-54	09_Poaceae	30.2158	26.0223	0.7138	2.9555
Zm00001d053117	Zm00001d007473	1e-58	12_Zea mays	66.5605	65.109	0.1537	0.6797
Zm00001d032588	Zm00001d013966	2e-70	12_Zea mays	92.3729	93.1624	0.034	0.2638
Zm00001d047767	Zm00001d028691	2e-108	11_Andropogoneae	86.036	84.141	0.0741	0.152
Zm00001d034609	Zm00001d012992	5e-41	09_Poaceae	52.4752	80.303	0.1009	0.5982
Zm00001d034431	Zm00001d013078	3e-74	05_Magnoliophyta	51.004	49.2248	0.3339	10.1523
Zm00001d039324	Zm00001d008968	3e-85	12_Zea mays	61.5819	67.0769	0.1328	0.6885
Zm00001d025326	Zm00001d003848	0.0	11_Andropogoneae	83.0303	85.8038	0.0876	0.2771
Zm00001d033217	Zm00001d031088	0.0	09_Poaceae	90.9	91.2651	0.0463	0.8095
Zm00001d034659	Zm00001d012960	2e-22	11_Andropogoneae	12.2857	78.1818	0.1523	0.407
Zm00001d018742	Zm00001d007842	8e-129	12_Zea mays	89.4587	87.2222	0.0476	0.6095
Zm00001d043515	Zm00001d038784	4e-67	09_Poaceae	47.619	48.1586	0.3352	1.2074
Zm00001d026246	Zm00001d002418	0.0	12_Zea mays	83.7691	83.8604	0.0737	0.2083
Zm00001d049435	Zm00001d000018	3e-120	09_Poaceae	75.9825	76.9911	0.1594	1.9627
Zm00001d025431	Zm00001d003649	0.0	12_Zea mays	76.03	87.689	0.0664	0.2968
Zm00001d047481	Zm00001d029144	0.0	12_Zea mays	94.6619	94.3262	0.0236	0.1785
Zm00001d041407	Zm00001d030987	2e-28	12_Zea mays	13.941	65	0.0787	0.3035
Zm00001d036985	Zm00001d016276	5e-81	09_Poaceae	92.7007	92.7007	0.0287	1.2196
Zm00001d025508	Zm00001d003554	7e-80	12_Zea mays	84.7926	88.4615	0.0503	0.4803
Zm00001d025944	Zm00001d002829	1e-97	11_Andropogoneae	79.7665	80.7087	0.07	0.2274
