Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d021127	Zm00001d003031	1e-56	01_Eukaryota	21.4286	19.5035	0.8769	67.4673
Zm00001d049416	Zm00001d002244	0.0	09_Poaceae	74.3421	75.6696	0.0977	0.9471
Zm00001d051696	Zm00001d017896	2e-63	12_Zea mays	64.1975	33.4405	0.2078	1.4705
Zm00001d052561	Zm00001d005473	2e-91	09_Poaceae	55.3134	49.8772	0.3465	2.0745
Zm00001d048131	Zm00001d013220	6e-118	06_Mesangiospermae	51.9182	55.3134	0.2847	91.6304
Zm00001d034089	Zm00001d028686	7e-52	05_Magnoliophyta	42.9251	42.4207	0.4718	12.9501
Zm00001d004630	Zm00001d003226	2e-106	09_Poaceae	66.6667	76.129	0.1548	2.3418
Zm00001d043538	Zm00001d012791	9e-12	11_Andropogoneae	72.1491	87.7333	0.0597	0.3996
Zm00001d029832	Zm00001d021534	6e-63	04_Tracheophyta	39.25	38.4804	0.5473	63.2286
Zm00001d025998	Zm00001d017460	4e-118	09_Poaceae	72.8889	71.6157	0.1752	1.1753
Zm00001d044035	Zm00001d043628	0.0	09_Poaceae	48.7047	82.6979	0.1035	1.1952
Zm00001d006581	Zm00001d002262	5e-64	12_Zea mays	61.7391	95.9459	0.0182	0.1486
Zm00001d052354	Zm00001d014303	0.0	02_Viridiplantae	62.4398	62.8433	0.2251	66.894
Zm00001d043233	Zm00001d028484	1e-67	06_Mesangiospermae	17.7313	29.009	0.648	11.0654
Zm00001d043383	Zm00001d016001	3e-169	05_Magnoliophyta	52.5813	51.4981	0.2621	9.7174
Zm00001d029997	Zm00001d002408	2e-89	12_Zea mays	98.5075	98.5075	0.0071	0
Zm00001d047992	Zm00001d034337	5e-21	01_Eukaryota	33.5227	18.7898	0.6596	66.855
Zm00001d046288	Zm00001d037819	4e-33	09_Poaceae	35.426	46.4706	0.2845	129.1479
Zm00001d007940	Zm00001d006760	1e-96	06_Mesangiospermae	82.5	82.5	0.0973	1.3958
Zm00001d012869	Zm00001d008357	0.0	03_Embryophyta	27.7881	70.8531	0.1719	13.8084
Zm00001d027455	Zm00001d018799	0.0	05_Magnoliophyta	66.0674	61.3779	0.2326	63.9885
Zm00001d032172	Zm00001d005756	0.0	09_Poaceae	82.9222	77.0723	0.0924	1.0485
Zm00001d007790	Zm00001d007686	0.0	12_Zea mays	96.7419	96.7419	0.0158	0.0215
Zm00001d049685	Zm00001d027344	2e-17	02_Viridiplantae	17.1598	16.5399	1.0815	14.467
Zm00001d038191	Zm00001d011785	2e-30	04_Tracheophyta	26.6026	37.8995	0.3312	2.8476
Zm00001d033915	Zm00001d032973	0.0	06_Mesangiospermae	71.0372	69.6737	0.1623	31.4361
Zm00001d043333	Zm00001d033465	2e-100	09_Poaceae	46.7606	48.538	0.3557	2.8142
Zm00001d025623	Zm00001d020395	4e-91	08_commelinids	73.5772	72.1116	0.1567	8.8055
Zm00001d053564	Zm00001d010059	6e-43	12_Zea mays	12.031	69.9248	0.3024	0.4885
Zm00001d034019	Zm00001d008463	1e-85	12_Zea mays	17.3387	81.1321	0.175	0.1984
Zm00001d027728	Zm00001d014673	1e-41	01_Eukaryota	26.5873	32.3671	0.7401	60.5284
Zm00001d011943	Zm00001d007354	0.0	08_commelinids	84.8723	88.5246	0.0667	1.5857
Zm00001d024647	Zm00001d018102	0.0	05_Magnoliophyta	46.5269	41.8139	0.4461	59.201
Zm00001d031759	Zm00001d020683	5e-112	10_Panicoideae	65.251	68.008	0.1678	1.3356
Zm00001d052852	Zm00001d011195	7e-134	05_Magnoliophyta	39.3881	41.9552	0.4065	4.2723
Zm00001d047019	Zm00001d029165	6e-64	09_Poaceae	29.1908	25.187	0.3506	1.033
Zm00001d018773	Zm00001d013151	2e-90	09_Poaceae	51.3966	54.7619	0.2265	2.9894
Zm00001d042686	Zm00001d016911	4e-68	05_Magnoliophyta	22.7799	28.2297	0.5993	73.2748
Zm00001d042641	Zm00001d042042	6e-57	09_Poaceae	41.6949	36.1765	0.3391	3.7996
Zm00001d042305	Zm00001d031725	4e-32	04_Tracheophyta	22.2222	20.5714	0.4328	107.0759
Zm00001d032557	Zm00001d011358	1e-57	05_Magnoliophyta	35.9504	32.1033	0.5507	6.4309
Zm00001d032104	Zm00001d013389	0.0	08_commelinids	60.6987	51.2915	0.3132	4.4976
Zm00001d041679	Zm00001d028653	2e-30	01_Eukaryota	25.3807	28.5714	0.7193	70.3893
Zm00001d050139	Zm00001d046388	0.0	03_Embryophyta	57.0265	52.7307	0.2437	3.3546
Zm00001d050195	Zm00001d024376	3e-73	11_Andropogoneae	77.451	76.2058	0.1111	0.7572
Zm00001d023736	Zm00001d022088	2e-39	09_Poaceae	39.6887	39.5349	0.4115	76.534
Zm00001d025714	Zm00001d003256	0.0	12_Zea mays	95.098	95.098	0.026	0.1977
Zm00001d042185	Zm00001d016591	0.0	05_Magnoliophyta	60.479	59.5285	0.209	4.7062
Zm00001d038842	Zm00001d010733	1e-100	05_Magnoliophyta	66.8508	56.8075	0.207	2.9698
Zm00001d015737	Zm00001d011123	4e-28	06_Mesangiospermae	36.1446	43.1655	0.3646	44.6058
Zm00001d050174	Zm00001d039608	6e-23	05_Magnoliophyta	15.534	8.30629	1.1519	56.2252
Zm00001d019139	Zm00001d013035	1e-167	05_Magnoliophyta	49.8801	58.5915	0.3238	2.0374
Zm00001d039467	Zm00001d008842	5e-73	12_Zea mays	85.9155	91.4347	0.0336	0.3232
Zm00001d037367	Zm00001d017906	0.0	09_Poaceae	80.4	79.9205	0.0902	0.9843
Zm00001d053327	Zm00001d018155	5e-150	03_Embryophyta	50.2101	39.4389	0.3236	5.8688
Zm00001d048823	Zm00001d029762	3e-59	06_Mesangiospermae	41.8712	36.5462	0.5075	4.1836
Zm00001d053983	Zm00001d041144	1e-37	12_Zea mays	28.3688	57.554	0.4159	0.8213
Zm00001d053875	Zm00001d041715	9e-102	05_Magnoliophyta	27.7632	30.2726	0.7997	12.5209
Zm00001d026518	Zm00001d017905	3e-24	05_Magnoliophyta	30.9942	17.608	0.6678	72.7852
Zm00001d042846	Zm00001d008982	2e-32	04_Tracheophyta	33.3333	25.0896	0.6895	2.4469
Zm00001d032407	Zm00001d016626	2e-84	10_Panicoideae	24.7557	50	0.2227	1.749
Zm00001d051384	Zm00001d027290	1e-22	09_Poaceae	54.9618	38.0952	0.2501	109.6231
Zm00001d030121	Zm00001d023810	0.0	03_Embryophyta	61.346	58.0408	0.2264	98.1065
Zm00001d012392	Zm00001d007111	1e-81	02_Viridiplantae	55.8824	19.8953	0.3533	61.7406
Zm00001d031867	Zm00001d019104	1e-20	04_Tracheophyta	17.1218	20.8707	1.0344	55.3348
Zm00001d043946	Zm00001d021433	9e-13	05_Magnoliophyta	30.2158	27.6316	0.6015	82.8735
Zm00001d043615	Zm00001d011731	2e-49	12_Zea mays	76.4331	81.0811	0.0958	0.5969
Zm00001d052918	Zm00001d050615	5e-21	02_Viridiplantae	14.75	10.4982	1.0342	65.1719
Zm00001d052748	Zm00001d001803	0.0	09_Poaceae	73.1364	78.5499	0.1209	1.0161
Zm00001d037318	Zm00001d001849	0.0	10_Panicoideae	89.1697	88.8489	0.0484	0.9027
Zm00001d025028	Zm00001d014116	0.0	03_Embryophyta	50.9542	57.9176	0.2402	115.1803
Zm00001d044940	Zm00001d018178	5e-55	09_Poaceae	59.5442	59.5442	0.2277	1.399
Zm00001d052219	Zm00001d019531	1e-48	03_Embryophyta	26.6169	32.7217	0.7359	3.5417
Zm00001d046940	Zm00001d018077	1e-42	04_Tracheophyta	41.784	39.3805	0.4537	75.9437
Zm00001d021350	Zm00001d002891	5e-19	05_Magnoliophyta	19.7674	31.677	0.7603	62.661
Zm00001d021557	Zm00001d002778	2e-124	09_Poaceae	58.2418	66.25	0.1977	1.6597
Zm00001d049157	Zm00001d039916	1e-21	04_Tracheophyta	25.4386	8.80121	0.6197	96.6884
Zm00001d043147	Zm00001d009342	1e-64	09_Poaceae	42.8184	71.1712	0.1522	0.3001
Zm00001d046370	Zm00001d043923	0.0	07_Petrosaviidae	40.9035	41.307	0.492	9.6439
Zm00001d048721	Zm00001d045224	6e-107	12_Zea mays	29.805	79.8507	0.1328	0.217
Zm00001d021716	Zm00001d014751	2e-23	03_Embryophyta	25.1497	31.5789	0.6308	45.6264
Zm00001d053132	Zm00001d013055	5e-21	05_Magnoliophyta	61.9403	35.1695	0.0931	0.2156
Zm00001d046655	Zm00001d015649	0.0	09_Poaceae	66.8508	67.5035	0.1942	1.255
Zm00001d038342	Zm00001d008367	4e-96	12_Zea mays	67.3307	79.3427	0.1394	0.4325
Zm00001d038133	Zm00001d015092	2e-29	03_Embryophyta	32.6271	32.0833	0.5845	49.8095
Zm00001d032225	Zm00001d013926	4e-111	05_Magnoliophyta	24.7758	26.4671	0.6371	12.6304
Zm00001d029683	Zm00001d002613	0.0	01_Eukaryota	58.3882	58.1015	0.2374	3.0756
Zm00001d048877	Zm00001d025580	1e-144	03_Embryophyta	46.1165	45.8199	0.4456	8.4232
Zm00001d027646	Zm00001d008513	1e-85	05_Magnoliophyta	41.9277	43.2836	0.4673	7.468
Zm00001d046581	Zm00001d024493	5e-24	01_Eukaryota	13.6519	19.1617	1.0883	67.8248
Zm00001d052616	Zm00001d033683	5e-34	09_Poaceae	42.8571	46.4516	0.4212	56.7508
Zm00001d010790	Zm00001d003368	3e-179	04_Tracheophyta	29.5257	28.8553	0.5444	25.0529
Zm00001d036108	Zm00001d019262	7e-27	01_Eukaryota	26.6129	24.1758	0.9375	61.7384
Zm00001d032737	Zm00001d027590	0.0	09_Poaceae	60.1399	57.5526	0.2092	1.9784
Zm00001d005641	Zm00001d003200	2e-56	05_Magnoliophyta	24.0185	24.4706	0.8014	4.0321
Zm00001d028008	Zm00001d009318	1e-104	12_Zea mays	39.4834	94.6903	0.0292	0.0349
Zm00001d023856	Zm00001d009247	8e-26	09_Poaceae	50.8475	55.5556	0.1893	2.168
Zm00001d042189	Zm00001d022485	0.0	09_Poaceae	72.2861	71.7364	0.1769	2.5092
Zm00001d042731	Zm00001d032480	0.0	06_Mesangiospermae	94.1489	93.8992	0.0282	3.75
Zm00001d028923	Zm00001d015893	0.0	01_Eukaryota	49.9307	29.1262	0.4201	67.8003
Zm00001d042551	Zm00001d022239	5e-62	03_Embryophyta	27.2374	31.8182	0.6491	25.5918
Zm00001d019191	Zm00001d012537	2e-131	08_commelinids	70.3518	68.9655	0.066	1.2055
Zm00001d018339	Zm00001d017281	0.0	05_Magnoliophyta	46.7143	47.1182	0.3564	59.0231
Zm00001d027359	Zm00001d003257	4e-15	01_Eukaryota	17.7528	15.2805	1.2511	63.6396
Zm00001d031005	Zm00001d007105	8e-24	04_Tracheophyta	3.79507	21.6607	0.8358	83.0426
Zm00001d043649	Zm00001d041476	9e-55	12_Zea mays	31.2292	24.8677	0.3266	0.4536
Zm00001d039608	Zm00001d024088	6e-22	05_Magnoliophyta	8.11162	15.0966	1.1763	43.2755
Zm00001d007878	Zm00001d007350	3e-65	09_Poaceae	35.8025	26.3636	0.4665	4.5742
Zm00001d029604	Zm00001d022458	1e-137	09_Poaceae	51.1696	64.8148	0.235	94.6189
Zm00001d046238	Zm00001d017590	2e-144	04_Tracheophyta	46.4991	45.5986	0.3682	83.6767
Zm00001d043393	Zm00001d042654	0.0	05_Magnoliophyta	41.9708	39.8383	0.5108	72.1087
Zm00001d031430	Zm00001d004973	0.0	12_Zea mays	47.0588	68.6192	0.2335	0.3346
Zm00001d053144	Zm00001d009503	7e-15	02_Viridiplantae	18.3761	24.0896	0.9364	60.3592
Zm00001d006173	Zm00001d002277	3e-46	05_Magnoliophyta	30.9456	40.2985	0.432	146.4006
Zm00001d019551	Zm00001d012035	1e-142	09_Poaceae	58.3979	55.5283	0.2304	102.8716
Zm00001d046923	Zm00001d002051	0.0	03_Embryophyta	71.9864	67.7316	0.1811	6.3545
Zm00001d038648	Zm00001d012170	0.0	09_Poaceae	71.6814	78.0723	0.1058	1.0638
Zm00001d036912	Zm00001d014222	3e-122	06_Mesangiospermae	26.2654	29.6296	0.615	62.1887
Zm00001d052059	Zm00001d050063	5e-59	09_Poaceae	44.3207	41.2008	0.2981	47.512
Zm00001d040020	Zm00001d015013	2e-73	12_Zea mays	28.6041	42.3729	0.5542	0.6577
Zm00001d034546	Zm00001d019725	3e-30	05_Magnoliophyta	30.4348	28.1609	0.485	103.5761
Zm00001d020686	Zm00001d011208	2e-86	05_Magnoliophyta	41.7178	42.9022	0.3829	49.3233
Zm00001d028983	Zm00001d001831	2e-19	05_Magnoliophyta	54.8872	14.23	0.3787	27.8674
Zm00001d031992	Zm00001d021403	2e-138	09_Poaceae	37.3554	46.6942	0.2012	1.6735
Zm00001d046444	Zm00001d039094	0.0	08_commelinids	73.0097	73.8703	0.1364	5.6724
Zm00001d021014	Zm00001d016486	0.0	05_Magnoliophyta	43.7288	46.4029	0.4657	1.8793
Zm00001d048819	Zm00001d021639	9e-155	09_Poaceae	49.0982	50.8299	0.3438	5.2507
Zm00001d037636	Zm00001d009795	0.0	11_Andropogoneae	98.6965	98.6047	0.006	0.1429
Zm00001d020643	Zm00001d012362	5e-160	05_Magnoliophyta	28.0884	39.633	0.4698	9.8579
Zm00001d048104	Zm00001d005570	2e-15	05_Magnoliophyta	8.49421	21.4634	1.1306	5.7244
Zm00001d017298	Zm00001d003179	3e-25	05_Magnoliophyta	20.8763	33.61	0.7549	34.9879
Zm00001d028318	Zm00001d003678	3e-68	12_Zea mays	97.1751	33.7917	0.0127	0.0635
Zm00001d049154	Zm00001d012152	6e-151	08_commelinids	53.3623	54.3046	0.2573	106.1114
Zm00001d042473	Zm00001d008604	0.0	09_Poaceae	52.3729	53.2759	0.2422	134.7034
Zm00001d049806	Zm00001d035033	1e-21	10_Panicoideae	21.0145	29.9484	0.7783	1.2061
Zm00001d054014	Zm00001d051424	6e-178	07_Petrosaviidae	56.2791	54.2601	0.2451	82.6467
Zm00001d051246	Zm00001d025922	2e-69	09_Poaceae	14.5078	45.0161	0.4107	1.9672
Zm00001d043616	Zm00001d043489	1e-33	05_Magnoliophyta	28.4483	20.3285	0.6533	29.773
Zm00001d051457	Zm00001d013893	2e-47	12_Zea mays	14.172	36.0324	0.3214	0.3657
Zm00001d051759	Zm00001d016228	2e-59	05_Magnoliophyta	28.2946	28.3495	0.7535	3.2503
Zm00001d020552	Zm00001d016364	6e-40	03_Embryophyta	38.0952	38.5185	0.4662	204.7943
Zm00001d051590	Zm00001d006369	1e-27	01_Eukaryota	2.92165	12.9794	0.9606	59.8381
Zm00001d032407	Zm00001d002472	7e-94	10_Panicoideae	27.1987	48.9736	0.1996	1.819
Zm00001d018309	Zm00001d016439	9e-114	01_Eukaryota	44.8357	45.2607	0.4925	68.9353
Zm00001d016942	Zm00001d003483	0.0	09_Poaceae	65.4397	64.9087	0.1789	2.0519
Zm00001d022481	Zm00001d010490	1e-58	09_Poaceae	25.361	28.4107	0.8524	5.3415
Zm00001d024868	Zm00001d013448	9e-50	09_Poaceae	65.7658	55.303	0.1789	3.4799
Zm00001d031528	Zm00001d014642	6e-16	05_Magnoliophyta	21.1207	21.7778	0.9085	31.8734
Zm00001d045660	Zm00001d037328	0.0	09_Poaceae	85.567	67.8474	0.0808	3.7952
Zm00001d052343	Zm00001d017568	2e-106	03_Embryophyta	31.5234	29.9427	0.5251	69.2517
Zm00001d036346	Zm00001d029768	5e-163	09_Poaceae	54.1152	46.5487	0.2755	77.7562
Zm00001d030008	Zm00001d011615	2e-136	05_Magnoliophyta	51.0684	33.9007	0.3306	0.7103
Zm00001d043471	Zm00001d026195	9e-85	01_Eukaryota	11.7801	4.87541	1.4208	29.0104
Zm00001d034467	Zm00001d033265	4e-37	05_Magnoliophyta	17.8082	17.3333	0.6867	90.7562
Zm00001d053008	Zm00001d028452	1e-157	07_Petrosaviidae	49.9106	48.1034	0.33	12.8375
Zm00001d045964	Zm00001d013392	8e-27	09_Poaceae	72.6496	62.0438	0.1487	0.606
Zm00001d034385	Zm00001d029626	5e-92	01_Eukaryota	31.1487	30.8759	0.7227	62.6296
Zm00001d026595	Zm00001d017896	6e-30	06_Mesangiospermae	39.7661	21.865	0.3929	10.9075
Zm00001d045387	Zm00001d005148	2e-95	05_Magnoliophyta	38.0184	41.3534	0.4331	73.8406
Zm00001d043147	Zm00001d005017	1e-89	09_Poaceae	59.0786	63.1884	0.0995	0.2322
Zm00001d051652	Zm00001d016374	4e-16	01_Eukaryota	12.8134	18.4739	1.0839	64.0951
Zm00001d011512	Zm00001d009205	5e-67	05_Magnoliophyta	24.2958	13.6364	0.787	32.6537
Zm00001d047481	Zm00001d031027	0.0	12_Zea mays	63.7011	60.5753	0.0207	0.0404
Zm00001d048443	Zm00001d007767	3e-108	05_Magnoliophyta	46.7742	65.3153	0.2101	67.7732
Zm00001d037481	Zm00001d018409	0.0	09_Poaceae	95.3488	91.5179	0.023	0.9511
Zm00001d016253	Zm00001d004010	8e-110	10_Panicoideae	43.4783	76.9231	0.1253	0.6062
Zm00001d051726	Zm00001d051706	3e-33	12_Zea mays	56.875	57.9618	0.3334	0.5467
Zm00001d012764	Zm00001d000316	0.0	05_Magnoliophyta	71.2274	58.7065	0.1405	1.6542
Zm00001d039713	Zm00001d010410	5e-72	09_Poaceae	55.4217	44.373	0.295	110.8377
Zm00001d026158	Zm00001d022034	0.0	12_Zea mays	40.5292	95.098	0.026	0.0302
Zm00001d051892	Zm00001d014530	1e-58	08_commelinids	34.8584	31.3112	0.4664	97.0854
Zm00001d039104	Zm00001d035191	4e-26	05_Magnoliophyta	30.9245	36.5119	0.5682	64.5471
Zm00001d026132	Zm00001d010630	4e-179	05_Magnoliophyta	49.5652	50	0.2888	112.0064
Zm00001d031569	Zm00001d018134	1e-17	01_Eukaryota	8.62069	44.6429	0.5208	70.7417
Zm00001d022450	Zm00001d008901	0.0	05_Magnoliophyta	59.6452	59.3819	0.2616	85.0989
Zm00001d013111	Zm00001d006230	2e-154	12_Zea mays	60.6715	87.2414	0.076	0.1904
Zm00001d051513	Zm00001d002086	3e-33	01_Eukaryota	17.2589	18.1172	0.7752	70.2165
Zm00001d050395	Zm00001d004400	6e-22	01_Eukaryota	22.3464	22.409	0.8483	4.8956
Zm00001d043845	Zm00001d022388	0.0	01_Eukaryota	28.792	41.1421	0.5912	67.6101
Zm00001d024231	Zm00001d006037	1e-104	05_Magnoliophyta	50.6211	49.0964	0.3949	3.5474
Zm00001d035672	Zm00001d034665	7e-66	06_Mesangiospermae	73.1707	35.0195	0.156	2.6308
Zm00001d053351	Zm00001d020900	7e-117	05_Magnoliophyta	53.9735	38.8095	0.3857	27.8908
Zm00001d024413	Zm00001d012707	2e-27	01_Eukaryota	7.22022	9.30233	1.1741	25.6783
Zm00001d044136	Zm00001d040265	7e-111	05_Magnoliophyta	42.9358	43.1734	0.3858	65.2305
Zm00001d038904	Zm00001d017430	2e-141	12_Zea mays	49.3333	54.9894	0.3374	89.9162
Zm00001d043441	Zm00001d038804	0.0	09_Poaceae	85.3247	78.2143	0.0774	0.8502
Zm00001d042608	Zm00001d035040	0.0	09_Poaceae	41.7297	44.2661	0.4326	2.7808
Zm00001d009430	Zm00001d002504	4e-94	03_Embryophyta	43.7107	42.5076	0.4389	12.386
Zm00001d052297	Zm00001d010607	3e-161	07_Petrosaviidae	55.0562	43.3628	0.3238	73.4084
Zm00001d025522	Zm00001d005534	4e-38	06_Mesangiospermae	25.2525	33.5121	0.5962	3.3991
Zm00001d045645	Zm00001d034368	2e-148	12_Zea mays	85.3383	54.3062	0.0813	0.4498
Zm00001d029416	Zm00001d008432	0.0	09_Poaceae	69.9774	67.9825	0.1559	6.9283
Zm00001d048960	Zm00001d000434	0.0	05_Magnoliophyta	54.2962	51.8325	0.3059	44.6071
Zm00001d043601	Zm00001d000316	0.0	05_Magnoliophyta	63.5542	69.9834	0.1538	1.498
Zm00001d034855	Zm00001d013999	3e-66	05_Magnoliophyta	76.5823	73.3333	0.1265	1.9865
Zm00001d047517	Zm00001d039213	7e-16	05_Magnoliophyta	25.8772	25.2137	0.8358	10.6172
Zm00001d022477	Zm00001d008325	3e-31	09_Poaceae	57.0093	57.0093	0.2563	0.728
Zm00001d015757	Zm00001d013611	4e-20	09_Poaceae	43.4211	24.3243	0.5577	68.1125
Zm00001d031481	Zm00001d015090	1e-31	05_Magnoliophyta	22.5728	35.0943	0.5281	54.3948
Zm00001d042107	Zm00001d008573	1e-27	03_Embryophyta	40.2062	38.0488	0.4312	112.5074
Zm00001d031969	Zm00001d019648	8e-102	05_Magnoliophyta	53.4426	44.4142	0.3059	1.1487
Zm00001d045378	Zm00001d005016	9e-77	03_Embryophyta	28.9206	35.6784	0.4676	6.9525
Zm00001d040398	Zm00001d005966	2e-74	05_Magnoliophyta	34.2105	26.489	0.4932	69.3938
Zm00001d047796	Zm00001d037784	0.0	05_Magnoliophyta	83.1845	80.3161	0.0997	2.0329
Zm00001d032143	Zm00001d020038	2e-46	03_Embryophyta	19.0381	26.6854	0.6214	13.271
Zm00001d051229	Zm00001d048421	1e-24	03_Embryophyta	26.8126	26.8861	0.8481	18.2209
Zm00001d032633	Zm00001d019697	8e-32	01_Eukaryota	31.7618	20.9836	0.6932	64.2147
Zm00001d039526	Zm00001d009940	0.0	09_Poaceae	70.6897	68.4474	0.0985	0.9033
