Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d025358	Zm00001d005026	6e-167	12_Zea mays	81.5972	50.9761	0.087	0.6563
Zm00001d051424	Zm00001d026126	2e-180	09_Poaceae	57.6233	56.3596	0.2146	2.3298
Zm00001d033556	Zm00001d028188	1e-112	03_Embryophyta	31.6327	38.193	0.5619	11.2386
Zm00001d034126	Zm00001d033192	2e-13	09_Poaceae	25.188	34.8958	0.5411	4.0219
Zm00001d054044	Zm00001d014848	0.0	03_Embryophyta	70.4453	70.7317	0.1708	90.104
Zm00001d046913	Zm00001d034204	1e-104	04_Tracheophyta	39.3814	28.5501	0.3856	4.7462
Zm00001d042490	Zm00001d014722	5e-124	09_Poaceae	45.935	45.935	0.34	151.1891
Zm00001d049223	Zm00001d042363	4e-16	08_commelinids	53.0474	54.6512	0.2532	1.606
Zm00001d029699	Zm00001d024963	3e-48	09_Poaceae	58.8235	60.3448	0.2247	1.4623
Zm00001d015468	Zm00001d003162	5e-27	08_commelinids	39.1421	45.625	0.2421	2.4661
Zm00001d030864	Zm00001d019944	7e-123	03_Embryophyta	32.1373	35.4561	0.489	15.9637
Zm00001d033800	Zm00001d028354	0.0	09_Poaceae	67.121	66.5541	0.2273	2.3874
Zm00001d042102	Zm00001d042098	3e-77	09_Poaceae	59.1133	53.0973	0.2206	11.4142
Zm00001d021788	Zm00001d009870	0.0	03_Embryophyta	95.9732	95.1219	0.0198	2.5105
Zm00001d024476	Zm00001d016896	1e-144	09_Poaceae	67	41.1885	0.1953	1.5766
Zm00001d021752	Zm00001d021747	7e-142	09_Poaceae	60.4336	45.6967	0.2796	2.1035
Zm00001d034886	Zm00001d018941	3e-65	05_Magnoliophyta	29.4118	41.3333	0.4945	68.8173
Zm00001d043037	Zm00001d037515	1e-12	08_commelinids	23.5043	24.5536	0.6495	96.5889
Zm00001d031911	Zm00001d012426	2e-37	05_Magnoliophyta	20.202	34.2857	0.4218	52.9287
Zm00001d036933	Zm00001d032257	4e-110	01_Eukaryota	40.1501	42.2925	0.5321	49.4447
Zm00001d031804	Zm00001d020732	3e-82	09_Poaceae	46.0366	48.7097	0.3498	101.9733
Zm00001d045698	Zm00001d000279	0.0	06_Mesangiospermae	99.0566	21.7391	0	0
Zm00001d020032	Zm00001d018855	1e-76	09_Poaceae	45.0867	42.3913	0.3661	7.4081
Zm00001d013841	Zm00001d010881	4e-29	12_Zea mays	28.7037	33.8798	0.4231	1.0839
Zm00001d020794	Zm00001d018621	7e-26	07_Petrosaviidae	40.5063	31.2195	0.4495	31.3091
Zm00001d051202	Zm00001d017325	5e-63	09_Poaceae	40.6627	35.7143	0.44	10.892
Zm00001d048833	Zm00001d041753	6e-58	09_Poaceae	48.6364	58.4699	0.3166	1.4586
Zm00001d022453	Zm00001d002042	1e-107	05_Magnoliophyta	51.8519	49.1228	0.352	18.4036
Zm00001d021592	Zm00001d019631	0.0	03_Embryophyta	38.5051	41.8719	0.496	58.7076
Zm00001d032346	Zm00001d020093	4e-62	09_Poaceae	52.7187	73.8411	0.1722	1.0799
Zm00001d052324	Zm00001d028797	0.0	05_Magnoliophyta	57.6087	61.1203	0.211	9.4573
Zm00001d034017	Zm00001d013268	0.0	12_Zea mays	87.4631	91.3713	0.0331	0.3325
Zm00001d036342	Zm00001d025939	1e-59	09_Poaceae	41.2	34.5638	0.3431	1.8975
Zm00001d021438	Zm00001d006472	9e-14	05_Magnoliophyta	26.6998	12.471	0.9464	2.3948
Zm00001d029263	Zm00001d007031	3e-49	09_Poaceae	81.4433	79.798	0.0973	0.7852
Zm00001d045845	Zm00001d018620	4e-88	07_Petrosaviidae	47.7477	47.181	0.3879	129.09109
Zm00001d041990	Zm00001d041714	1e-90	03_Embryophyta	48.7013	34.1686	0.3168	78.8876
Zm00001d048382	Zm00001d014082	1e-113	10_Panicoideae	95.7317	95.7317	0.0171	1.0366
Zm00001d021136	Zm00001d005450	0.0	09_Poaceae	73.0769	60.4545	0.1439	2.0113
Zm00001d052997	Zm00001d052581	0.0	09_Poaceae	36.3813	41.0538	0.5251	2.3606
Zm00001d044021	Zm00001d003083	0.0	03_Embryophyta	75.2427	61.6302	0.1619	69.4046
Zm00001d053295	Zm00001d013431	5e-70	05_Magnoliophyta	74.3243	63.2184	0.1387	2.161
Zm00001d031300	Zm00001d003277	1e-108	03_Embryophyta	47.2557	43.7965	0.447	68.0208
Zm00001d046679	Zm00001d022485	0.0	04_Tracheophyta	50.1217	52.218	0.3575	19.0942
Zm00001d053705	Zm00001d052810	6e-91	09_Poaceae	46.2963	23.9234	0.3693	105.9972
Zm00001d046204	Zm00001d032923	1e-40	05_Magnoliophyta	33.9726	34.7339	0.4149	78.2358
Zm00001d044922	Zm00001d014821	4e-38	09_Poaceae	55.9271	60.9272	0.3027	0.3033
Zm00001d053838	Zm00001d015327	0.0	06_Mesangiospermae	56.6355	56.848	0.0079	2.1218
Zm00001d023984	Zm00001d017989	2e-93	09_Poaceae	43.3333	45.0667	0.3827	14.2519
Zm00001d044410	Zm00001d032275	2e-61	09_Poaceae	36.1045	37.1638	0.4877	3.5832
Zm00001d032921	Zm00001d003086	4e-28	01_Eukaryota	16.5342	27.8075	0.7181	5.2678
Zm00001d020737	Zm00001d020732	1e-103	09_Poaceae	52.0635	52.9032	0.3242	4.8236
Zm00001d048819	Zm00001d017762	8e-71	03_Embryophyta	28.8577	30.6383	0.585	117.9993
Zm00001d022084	Zm00001d005500	4e-20	05_Magnoliophyta	40.4255	43.1818	0.4102	133.6187
Zm00001d047612	Zm00001d016816	2e-22	01_Eukaryota	15.4613	21.5278	0.987	65.2286
Zm00001d028266	Zm00001d020282	5e-141	09_Poaceae	51.4463	47.5191	0.3574	10.9286
Zm00001d024478	Zm00001d024210	0.0	09_Poaceae	58.1227	58.7591	0.3055	1.2872
Zm00001d050346	Zm00001d005713	5e-180	09_Poaceae	72.5552	72.7848	0.1611	34.8415
Zm00001d007654	Zm00001d002885	9e-77	10_Panicoideae	51.3889	46.395	0.2896	10.9335
Zm00001d040837	Zm00001d003927	4e-31	05_Magnoliophyta	65.0485	48.9051	0.1954	119.03
Zm00001d034790	Zm00001d006068	5e-56	12_Zea mays	35.2227	68.5039	0.2782	8.1103
Zm00001d038600	Zm00001d031729	8e-24	03_Embryophyta	5.21327	6.32184	2.0969	58.2541
Zm00001d045581	Zm00001d034945	9e-28	03_Embryophyta	19.9367	36.8421	0.4631	7.7754
Zm00001d020017	Zm00001d002698	0.0	10_Panicoideae	74.1722	73.5874	0.1384	0.9128
Zm00001d040593	Zm00001d002888	2e-75	05_Magnoliophyta	35.2941	36.8984	0.4754	7.0097
Zm00001d025337	Zm00001d013042	8e-41	05_Magnoliophyta	27.8261	32.9897	0.5295	29.9782
Zm00001d050637	Zm00001d003846	1e-104	09_Poaceae	71.1111	71.1111	0.1911	0.7675
Zm00001d042739	Zm00001d006446	1e-83	05_Magnoliophyta	33.6134	37.4707	0.5045	35.8489
Zm00001d030181	Zm00001d013173	2e-59	09_Poaceae	41.0326	40.4826	0.5013	5.2992
Zm00001d007029	Zm00001d006885	0.0	05_Magnoliophyta	54.1806	56.446	0.2957	4.9202
Zm00001d050063	Zm00001d018016	1e-53	05_Magnoliophyta	30.6418	37.1859	0.3577	82.1063
Zm00001d029825	Zm00001d027307	1e-65	05_Magnoliophyta	37.3418	4.23546	0.6256	6.284
Zm00001d020573	Zm00001d005786	3e-44	11_Andropogoneae	48.366	54.0146	0.3518	2.871
Zm00001d029040	Zm00001d003399	8e-138	05_Magnoliophyta	35.5556	37.8139	0.5161	71.0222
Zm00001d052906	Zm00001d049741	3e-135	09_Poaceae	42.1922	38.8122	0.3898	15.3561
Zm00001d048031	Zm00001d028488	4e-94	06_Mesangiospermae	16.4229	53.4799	0.2575	0.3361
Zm00001d051527	Zm00001d020384	2e-29	06_Mesangiospermae	28	20.751	0.4627	86.717
Zm00001d028775	Zm00001d012474	2e-74	07_Petrosaviidae	39.8148	33.463	0.4682	20.3083
Zm00001d048198	Zm00001d023650	3e-22	02_Viridiplantae	48.1818	50	0.3393	8.7868
Zm00001d050273	Zm00001d048888	0.0	12_Zea mays	97.7143	97.7143	0.011	0.0237
Zm00001d048789	Zm00001d037610	4e-40	11_Andropogoneae	58.6735	58.0808	0.2356	0.7647
Zm00001d043742	Zm00001d038884	8e-93	09_Poaceae	53.1915	46.5839	0.3097	82.3328
Zm00001d032961	Zm00001d024512	0.0	09_Poaceae	40.7865	46.242	0.4489	7.323
Zm00001d024878	Zm00001d010008	2e-32	01_Eukaryota	12.5749	26.087	0.7943	6.4655
Zm00001d047153	Zm00001d027307	2e-53	09_Poaceae	50.5017	43.3597	0.4112	1.713
Zm00001d025160	Zm00001d016549	3e-58	10_Panicoideae	96.748	96.748	0.0097	1.9195
Zm00001d038061	Zm00001d023992	7e-34	03_Embryophyta	32.3529	41.5094	0.4782	34.6049
Zm00001d053554	Zm00001d016177	5e-139	09_Poaceae	68.2099	68.6335	0.1776	1.2614
Zm00001d029237	Zm00001d003058	3e-54	09_Poaceae	34.4898	45.6757	0.5957	0.9581
Zm00001d051502	Zm00001d002540	0.0	09_Poaceae	84.3416	86.6545	0.0646	0.9318
Zm00001d048070	Zm00001d035097	0.0	12_Zea mays	91.6306	91.8958	0.036	0.1359
Zm00001d019070	Zm00001d008212	1e-26	09_Poaceae	37.0572	36.8564	0.6103	1.8413
Zm00001d052172	Zm00001d044930	2e-43	09_Poaceae	70.5882	73.4694	0.1193	1.2946
Zm00001d037962	Zm00001d037693	0.0	06_Mesangiospermae	74.2236	83.8596	0.0935	3.9577
Zm00001d047448	Zm00001d026154	1e-76	05_Magnoliophyta	62.3529	60.2273	0.2378	40.0816
Zm00001d050019	Zm00001d005885	2e-123	09_Poaceae	69.3467	69	0.1529	1.9572
Zm00001d026303	Zm00001d002313	0.0	09_Poaceae	31.7097	57.7899	0.2838	1.0512
Zm00001d044814	Zm00001d018025	0.0	09_Poaceae	46.8551	52.2358	0.3151	1.1397
Zm00001d049638	Zm00001d017126	6e-42	09_Poaceae	31.5315	35.2011	0.5925	7.9154
Zm00001d037615	Zm00001d008847	0.0	09_Poaceae	79.7806	79.6557	0.1155	1.1266
Zm00001d033153	Zm00001d013765	0.0	12_Zea mays	80.7059	74.8908	0.1234	0.2498
Zm00001d046247	Zm00001d029541	5e-33	12_Zea mays	20.1863	92.8571	0.0429	0.1014
Zm00001d042850	Zm00001d008367	2e-42	09_Poaceae	39.6	46.4789	0.4576	5.1596
Zm00001d042756	Zm00001d039893	2e-41	02_Viridiplantae	43.0851	26.6447	0.3319	150.798
Zm00001d009975	Zm00001d007083	8e-37	09_Poaceae	40.7583	35.8333	0.4297	85.4745
Zm00001d046249	Zm00001d027266	5e-66	05_Magnoliophyta	45.4976	32.3232	0.3488	60.9158
Zm00001d033278	Zm00001d007105	5e-23	04_Tracheophyta	4.04964	22.3827	0.9028	9.7629
Zm00001d034857	Zm00001d005094	1e-25	01_Eukaryota	36.0465	21.3058	0.5808	4.7586
Zm00001d054034	Zm00001d002274	3e-50	05_Magnoliophyta	30.49	29.7345	0.6407	14.4065
Zm00001d045919	Zm00001d032386	1e-177	07_Petrosaviidae	64.916	50	0.2142	2.6078
Zm00001d036965	Zm00001d019228	5e-20	03_Embryophyta	38.3863	39.5466	0.4015	7.6487
Zm00001d036234	Zm00001d004270	1e-75	05_Magnoliophyta	51.8987	40.8638	0.386	24.2619
Zm00001d025142	Zm00001d009118	4e-58	09_Poaceae	50.8475	54.5455	0.2747	2.95
Zm00001d042621	Zm00001d007307	3e-141	08_commelinids	69.171	62.9717	0.1551	2.8399
Zm00001d045764	Zm00001d037369	3e-174	12_Zea mays	81.2298	80.4487	0.1088	0.2818
Zm00001d026250	Zm00001d002410	8e-161	12_Zea mays	88.2784	87.0036	0.044	0.44
Zm00001d042134	Zm00001d025437	3e-117	03_Embryophyta	34.4595	38.8571	0.4946	112.1928
Zm00001d039224	Zm00001d018217	4e-18	06_Mesangiospermae	35.2941	25.1445	0.6358	63.0551
Zm00001d048520	Zm00001d032610	1e-54	09_Poaceae	42.5373	42.8571	0.3541	13.0181
Zm00001d049670	Zm00001d005077	9e-179	12_Zea mays	72.9443	74.7283	0.1223	0.5293
Zm00001d048608	Zm00001d005678	9e-78	08_commelinids	42.3077	43.4211	0.353	6.3643
Zm00001d015077	Zm00001d015070	2e-44	12_Zea mays	100	100	0	0
Zm00001d043580	Zm00001d032709	2e-58	12_Zea mays	93.9535	93.9535	0.0298	0.0679
Zm00001d026211	Zm00001d013411	5e-87	05_Magnoliophyta	37.3494	37.2596	0.5705	5.9969
Zm00001d044699	Zm00001d025689	3e-14	04_Tracheophyta	20.5714	15.0313	0.7303	26.2466
Zm00001d033266	Zm00001d011102	2e-16	05_Magnoliophyta	32.5758	18.8596	0.6055	60.6486
Zm00001d047755	Zm00001d021611	9e-52	03_Embryophyta	34.949	45.3642	0.4285	65.0256
Zm00001d037208	Zm00001d003516	4e-75	12_Zea mays	48.913	37.5	0.2415	0.3522
Zm00001d038290	Zm00001d010141	0.0	12_Zea mays	93.5743	93.0759	0.0352	0.1376
Zm00001d015077	Zm00001d015072	2e-44	12_Zea mays	100	100	0	0
Zm00001d031875	Zm00001d014116	0.0	03_Embryophyta	66.6667	78.5249	0.1104	110.4488
Zm00001d050199	Zm00001d007287	3e-45	12_Zea mays	82.3009	54.7059	0.098	0.1582
Zm00001d049676	Zm00001d023571	3e-89	09_Poaceae	41.8129	63.8393	0.1302	0.4602
Zm00001d044822	Zm00001d009557	5e-32	05_Magnoliophyta	40.4878	35.1695	0.4427	114.2785
Zm00001d019372	Zm00001d011358	3e-133	12_Zea mays	64.0316	59.7786	0.2093	0.3648
Zm00001d009328	Zm00001d007076	2e-155	09_Poaceae	49.7154	47.8976	0.3247	115.9146
Zm00001d041481	Zm00001d033256	5e-91	09_Poaceae	67.8414	69.526	0.1414	2.0872
Zm00001d033595	Zm00001d030830	2e-14	09_Poaceae	51.5528	46.8927	0.3601	1.7113
Zm00001d025588	Zm00001d002124	0.0	09_Poaceae	33.5702	40.8207	0.3771	46.5772
Zm00001d035300	Zm00001d028293	2e-104	05_Magnoliophyta	47.3684	44.7761	0.395	32.1308
Zm00001d038765	Zm00001d012788	2e-162	09_Poaceae	55.6485	55.7652	0.2768	2.8587
Zm00001d023927	Zm00001d010956	8e-60	04_Tracheophyta	35.8586	35.6784	0.4469	90.2164
Zm00001d043946	Zm00001d006306	4e-12	05_Magnoliophyta	28.0576	22.2857	0.5168	88.2669
Zm00001d048954	Zm00001d032950	0.0	06_Mesangiospermae	90.566	88.4211	0.0468	2.1288
Zm00001d031210	Zm00001d023273	2e-115	09_Poaceae	29.3532	31.6184	0.671	62.2331
Zm00001d045481	Zm00001d018261	0.0	05_Magnoliophyta	61.9289	60.8175	0.2603	9.9738
Zm00001d042434	Zm00001d031292	2e-23	06_Mesangiospermae	9.98185	20.4461	0.7806	19.4977
Zm00001d049455	Zm00001d012624	4e-69	05_Magnoliophyta	40.3636	35.5484	0.4666	6.9217
Zm00001d044005	Zm00001d039343	4e-18	06_Mesangiospermae	10.1727	8.11639	1.8306	60.7465
Zm00001d023396	Zm00001d004917	5e-22	11_Andropogoneae	39.7849	43.3594	0.461	1.3385
Zm00001d042433	Zm00001d038832	6e-34	09_Poaceae	36.1789	29.6667	0.817	2.9325
Zm00001d002454	Zm00001d000164	0.0	06_Mesangiospermae	67.8657	68.1928	0.1385	116.7651
Zm00001d033152	Zm00001d015579	8e-146	09_Poaceae	48.1766	49.0234	0.3417	13.0186
Zm00001d047130	Zm00001d035254	1e-160	02_Viridiplantae	28.5435	37.2449	0.5825	59.7134
Zm00001d039742	Zm00001d013147	2e-133	12_Zea mays	90.5882	20.1571	0.0844	0.06
Zm00001d032899	Zm00001d013638	5e-65	05_Magnoliophyta	39.0785	39.7569	0.5516	88.4779
Zm00001d028408	Zm00001d015777	8e-15	05_Magnoliophyta	25	28.436	0.8011	104.1213
Zm00001d012439	Zm00001d005791	1e-52	03_Embryophyta	100	100	0	0
Zm00001d021491	Zm00001d006755	3e-108	06_Mesangiospermae	25.7862	26.9231	0.7926	58.457
Zm00001d043951	Zm00001d038453	3e-92	09_Poaceae	69.4064	29.8625	0.243	0.439
Zm00001d032432	Zm00001d028419	3e-99	09_Poaceae	53.9894	40.6814	0.3441	72.005
Zm00001d041416	Zm00001d037774	2e-58	05_Magnoliophyta	29.3605	41.3934	0.3156	75.1677
Zm00001d044925	Zm00001d028880	1e-32	09_Poaceae	40	44.4444	0.4438	133.6906
Zm00001d047600	Zm00001d004525	0.0	05_Magnoliophyta	58.348	62.1723	0.2687	3.9352
Zm00001d033990	Zm00001d013078	3e-116	06_Mesangiospermae	70	67.8295	0.1663	101.7722
Zm00001d036568	Zm00001d000120	4e-83	05_Magnoliophyta	84.7953	87.3494	0.0937	1.4812
Zm00001d020463	Zm00001d018627	0.0	04_Tracheophyta	61.5679	61.5679	0.2462	124.1051
Zm00001d046742	Zm00001d017833	3e-13	01_Eukaryota	18.6869	22.7692	0.9374	62.2088
Zm00001d052310	Zm00001d012459	7e-62	09_Poaceae	52.381	45.8333	0.3166	1.6816
Zm00001d034357	Zm00001d009022	8e-115	09_Poaceae	53.1148	46.2857	0.3226	2.4551
Zm00001d032858	Zm00001d002350	1e-136	08_commelinids	26.533	41.5896	0.5006	5.3132
Zm00001d052813	Zm00001d026471	1e-86	09_Poaceae	50.1053	49.5833	0.3573	45.0381
Zm00001d031577	Zm00001d018350	3e-164	03_Embryophyta	56.2222	57.631	0.2453	44.1197
Zm00001d045404	Zm00001d010373	2e-39	05_Magnoliophyta	36.4548	41.7625	0.4671	9.1162
Zm00001d051761	Zm00001d045695	5e-157	09_Poaceae	45	48.785	0.3852	1.4609
Zm00001d027908	Zm00001d021444	3e-97	05_Magnoliophyta	38.3019	38.9635	0.4863	13.2016
Zm00001d048959	Zm00001d017903	3e-58	12_Zea mays	59.1489	32.8605	0.3477	0.7417
Zm00001d034755	Zm00001d029846	6e-83	02_Viridiplantae	26.7764	30.993	0.643	21.4383
Zm00001d033966	Zm00001d010603	5e-33	05_Magnoliophyta	28.0822	37.788	0.5368	5.4582
Zm00001d045384	Zm00001d036135	2e-89	11_Andropogoneae	87.0647	61.6197	0.0821	0.2596
Zm00001d052728	Zm00001d006150	1e-39	09_Poaceae	53.4545	50.5155	0.2423	3.9209
Zm00001d047288	Zm00001d036734	1e-65	12_Zea mays	63.8614	47.9554	0.1461	0.4503
Zm00001d042210	Zm00001d006825	5e-46	03_Embryophyta	32.7138	23.0366	0.669	78.7369
Zm00001d032576	Zm00001d001820	0.0	07_Petrosaviidae	71.2121	72.8682	0.1333	116.5161
Zm00001d025585	Zm00001d025238	1e-57	07_Petrosaviidae	37.7899	37.7384	0.5437	6.5399
Zm00001d033297	Zm00001d030953	0.0	09_Poaceae	60.6362	54.3672	0.1927	1.1925
Zm00001d049925	Zm00001d049544	0.0	12_Zea mays	88.983	85.7143	0.0487	0.3762
Zm00001d026402	Zm00001d024423	2e-139	09_Poaceae	64.1635	64.9663	0.2128	1.0639
Zm00001d044640	Zm00001d041111	5e-47	09_Poaceae	57.085	59.2437	0.2773	1.2569
Zm00001d048417	Zm00001d016844	7e-36	05_Magnoliophyta	31.0185	31.5294	0.6406	96.3918
Zm00001d052978	Zm00001d019191	3e-65	01_Eukaryota	51.6304	47.7387	0.3701	90.4274
Zm00001d044513	Zm00001d033346	7e-92	01_Eukaryota	24.9231	37.156	0.6397	58.2713
Zm00001d052991	Zm00001d000066	3e-75	12_Zea mays	71.1744	81.9672	0.1236	0.1002
Zm00001d023417	Zm00001d023399	0.0	12_Zea mays	99.1228	99.1228	0.0032	0.1583
Zm00001d017967	Zm00001d015893	1e-43	01_Eukaryota	21.423	22.1683	0.7459	68.3432
Zm00001d016863	Zm00001d006894	3e-22	04_Tracheophyta	12.7151	22.1298	0.9195	23.668
Zm00001d033493	Zm00001d014152	0.0	07_Petrosaviidae	52.259	57.8333	0.3144	2.3409
Zm00001d015952	Zm00001d010403	0.0	09_Poaceae	79.4721	77.6504	0.1146	1.6055
Zm00001d052340	Zm00001d023360	0.0	11_Andropogoneae	74.0406	76.2791	0.1423	0.6188
Zm00001d024744	Zm00001d007477	2e-108	09_Poaceae	22.3602	31.4869	0.7097	3.3601
Zm00001d053534	Zm00001d053524	6e-33	12_Zea mays	73.3813	12.7024	0.1462	0.488
Zm00001d043555	Zm00001d031480	1e-11	01_Eukaryota	15.9574	21.3675	0.9926	61.2754
Zm00001d014775	Zm00001d007698	5e-89	01_Eukaryota	42.4552	13.1122	0.5376	68.3614
Zm00001d047023	Zm00001d045104	3e-57	03_Embryophyta	21.256	14.6179	0.7315	67.7538
Zm00001d048477	Zm00001d021127	2e-22	01_Eukaryota	31.016	7.53247	0.7157	31.7768
Zm00001d025871	Zm00001d003011	3e-56	05_Magnoliophyta	17.8571	52.2388	0.2957	0.8538
Zm00001d045036	Zm00001d032084	1e-21	05_Magnoliophyta	25.1656	48.1013	0.3594	3.9138
Zm00001d049020	Zm00001d023254	5e-77	09_Poaceae	48.9011	43.9506	0.4169	3.2794
Zm00001d041744	Zm00001d035235	7e-78	11_Andropogoneae	78.5714	65.4762	0.1578	0.198
Zm00001d043291	Zm00001d033056	2e-93	03_Embryophyta	36.4211	37.6087	0.5402	7.8087
Zm00001d034770	Zm00001d005451	0.0	09_Poaceae	93.2966	92.9552	0.0326	0.5874
Zm00001d046781	Zm00001d038205	4e-131	05_Magnoliophyta	39.6552	46.748	0.405	36.6653
Zm00001d045873	Zm00001d043965	1e-78	03_Embryophyta	40	40.8451	0.518	73.8962
Zm00001d043405	Zm00001d023300	1e-30	04_Tracheophyta	24.3243	18.7013	1.0383	7.059
