Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d048817	Zm00001d048813	3e-77	12_Zea mays	93.609	93.609	0.0419	0.0347
Zm00001d017165	Zm00001d017164	0.0	07_Petrosaviidae	37.5154	34.738	0.5505	8.1096
Zm00001d010690	Zm00001d010689	2e-77	09_Poaceae	38.3333	38.3333	0.5715	3.6391
Zm00001d011643	Zm00001d011641	8e-20	09_Poaceae	48.1347	50.2374	0.3999	3.4562
Zm00001d021942	Zm00001d021935	0.0	09_Poaceae	75.1515	72.5146	0.1254	1.8729
Zm00001d018924	Zm00001d018918	7e-173	12_Zea mays	93.2735	44.7793	0.0377	0.1966
Zm00001d015077	Zm00001d015075	2e-44	12_Zea mays	100	100	0	0
Zm00001d048950	Zm00001d048949	3e-86	12_Zea mays	94.6667	95.302	0.0297	0.255
Zm00001d038205	Zm00001d038199	1e-117	10_Panicoideae	67.8862	68.4426	0.1717	0.6155
Zm00001d022458	Zm00001d022453	7e-104	05_Magnoliophyta	49.6296	41.358	0.3757	113.0157
Zm00001d030960	Zm00001d030958	1e-94	11_Andropogoneae	32.6512	80.4825	0.0994	0.2494
Zm00001d005788	Zm00001d005787	2e-17	09_Poaceae	33.3333	32.8467	0.5564	100.6037
Zm00001d039942	Zm00001d039936	1e-39	05_Magnoliophyta	55.0336	53.9474	0.1924	0.9763
Zm00001d040035	Zm00001d040034	0.0	05_Magnoliophyta	54.3478	54.2571	0.3141	4.5408
Zm00001d025598	Zm00001d025597	3e-83	05_Magnoliophyta	19.7652	81.4516	0.1064	0.3225
Zm00001d021695	Zm00001d021690	1e-23	10_Panicoideae	52.2411	57.8767	0.2421	1.5195
Zm00001d007675	Zm00001d007667	1e-110	12_Zea mays	22.9279	62.6471	0.3211	0.6841
Zm00001d029359	Zm00001d029356	0.0	12_Zea mays	98.1333	98.1333	0.0072	0.0338
Zm00001d014906	Zm00001d014903	0.0	12_Zea mays	99.3174	99.3174	0.004	0.021
Zm00001d011345	Zm00001d011342	5e-13	12_Zea mays	88.5417	85.8586	0.0772	0.1898
Zm00001d012909	Zm00001d012908	3e-63	06_Mesangiospermae	29.3051	95.098	0.0225	0.4468
Zm00001d004417	Zm00001d004414	3e-16	12_Zea mays	66.6667	59.5238	0.2331	0.5279
Zm00001d019271	Zm00001d019270	4e-86	12_Zea mays	89.3048	90.2703	0.0562	0.1239
Zm00001d027901	Zm00001d027900	7e-17	09_Poaceae	32.5967	29.2079	0.6605	101.9064
Zm00001d001927	Zm00001d001924	2e-130	09_Poaceae	56.2691	50.8287	0.3128	2.4888
Zm00001d034511	Zm00001d034508	0.0	05_Magnoliophyta	49.2378	53.6545	0.3357	1.7041
Zm00001d034489	Zm00001d034488	0.0	12_Zea mays	99.0228	99.3464	0.0025	0.0085
Zm00001d007764	Zm00001d007762	0.0	05_Magnoliophyta	54.4629	55.47	0.311	2.2675
Zm00001d047553	Zm00001d047548	2e-89	12_Zea mays	100	100	0	0
Zm00001d018766	Zm00001d018764	2e-104	12_Zea mays	34.0694	53.202	0.2268	0.3816
Zm00001d052346	Zm00001d052344	0.0	10_Panicoideae	22.2222	5.7971	0.3279	1.9724
Zm00001d034559	Zm00001d034552	0.0	11_Andropogoneae	68.2105	73.4694	0.1522	1.1875
Zm00001d041987	Zm00001d041985	0.0	11_Andropogoneae	77.7126	76.1494	0.0907	0.9317
Zm00001d019380	Zm00001d019374	2e-59	09_Poaceae	28.0083	25.4717	0.6364	13.1181
Zm00001d043884	Zm00001d043882	1e-39	12_Zea mays	29.4416	24.6809	0.3583	114.3848
Zm00001d052939	Zm00001d052937	0.0	12_Zea mays	81.6327	83.4492	0.0855	0.2903
Zm00001d043066	Zm00001d043062	2e-20	07_Petrosaviidae	22.0833	15.9159	0.7048	76.5952
Zm00001d025585	Zm00001d025584	0.0	12_Zea mays	97.8172	97.8172	0.0102	0.0174
Zm00001d017014	Zm00001d017009	2e-17	10_Panicoideae	60.9756	54.7445	0.2195	1.3887
Zm00001d020744	Zm00001d020740	8e-43	08_commelinids	41.0169	36.6667	0.4442	46.977
Zm00001d021729	Zm00001d021727	0.0	09_Poaceae	48.3198	47.2789	0.3554	57.0118
Zm00001d053530	Zm00001d053524	1e-32	12_Zea mays	73.0496	12.8269	0.1477	0.5436
Zm00001d012377	Zm00001d012373	0.0	12_Zea mays	97.3913	57.1429	0.0125	0.1045
Zm00001d007337	Zm00001d007334	0.0	12_Zea mays	90.158	86.2791	0.0417	0.1468
Zm00001d008462	Zm00001d008458	1e-114	12_Zea mays	78.8856	63.5183	0.1167	0.2134
Zm00001d023941	Zm00001d023939	2e-110	09_Poaceae	47.2393	48.3264	0.3348	108.175
Zm00001d035562	Zm00001d035561	8e-155	12_Zea mays	75.641	72.6154	0.1716	0.4824
Zm00001d014062	Zm00001d014056	9e-81	09_Poaceae	38.0952	21.5457	0.5134	3.6366
Zm00001d031772	Zm00001d031771	0.0	12_Zea mays	96.9121	96.9121	0.0083	0.0667
Zm00001d040650	Zm00001d040649	1e-72	05_Magnoliophyta	42.0959	43.0127	0.3829	24.8058
Zm00001d051707	Zm00001d051706	2e-65	12_Zea mays	97.3214	69.4268	0.0133	0.0499
Zm00001d025561	Zm00001d025556	0.0	12_Zea mays	83.0986	74.6835	0.0568	0.1259
Zm00001d052946	Zm00001d052940	2e-35	09_Poaceae	19.9324	23.8544	0.413	88.7727
Zm00001d014820	Zm00001d014818	3e-125	09_Poaceae	49.5283	55.2632	0.2784	1.9169
Zm00001d024753	Zm00001d024745	0.0	11_Andropogoneae	87.3156	87.574	0.0609	0.6947
Zm00001d020484	Zm00001d020480	0.0	12_Zea mays	100	100	0	0
Zm00001d039731	Zm00001d039729	0.0	12_Zea mays	92.0152	62.6132	0.0545	0.0365
Zm00001d032555	Zm00001d032547	0.0	12_Zea mays	87.7127	89.4027	0.0791	0.0816
Zm00001d002228	Zm00001d002208	7e-71	12_Zea mays	98.2143	83.6502	0.0079	0
Zm00001d005392	Zm00001d005383	0.0	12_Zea mays	97.2665	97.2665	0.0111	0.0388
Zm00001d044378	Zm00001d044376	3e-11	10_Panicoideae	45.122	37.5635	0.463	1.1535
Zm00001d046746	Zm00001d046743	4e-11	09_Poaceae	28.8462	27.5229	0.7088	2.8499
Zm00001d046800	Zm00001d046794	9e-105	10_Panicoideae	23.6842	54.7826	0.2605	46.6536
Zm00001d047142	Zm00001d047135	9e-172	12_Zea mays	97.3978	97.3978	0.0103	0.1205
Zm00001d032747	Zm00001d032745	1e-12	07_Petrosaviidae	45.8609	22.6492	0.3861	89.2402
Zm00001d042210	Zm00001d042209	2e-78	09_Poaceae	50.5576	47.0588	0.3468	10.5836
Zm00001d034107	Zm00001d034104	0.0	09_Poaceae	49.8881	65.7817	0.157	1.4623
Zm00001d021168	Zm00001d021167	2e-79	09_Poaceae	66.5254	66.8085	0.1904	1.1222
Zm00001d037610	Zm00001d037608	1e-49	12_Zea mays	73.2323	72.1393	0.1317	0.4357
Zm00001d017495	Zm00001d017494	6e-163	10_Panicoideae	88.0952	87.5	0.0494	0.6288
Zm00001d047892	Zm00001d047890	6e-101	12_Zea mays	94.4724	94	0.0231	0.019
Zm00001d023410	Zm00001d023404	0.0	12_Zea mays	86.9919	71.8121	0.0821	0.4317
Zm00001d028822	Zm00001d028821	0.0	12_Zea mays	79.902	81.2968	0.1014	0.1329
Zm00001d019246	Zm00001d019243	3e-96	12_Zea mays	68.3594	57.0033	0.1625	0.1329
Zm00001d023365	Zm00001d023360	0.0	12_Zea mays	91.8981	92.3256	0.0361	0.1494
Zm00001d003488	Zm00001d003483	0.0	10_Panicoideae	72.2793	71.3996	0.1541	1.2451
Zm00001d052988	Zm00001d052987	0.0	09_Poaceae	65.6044	69.0972	0.1997	1.1176
Zm00001d024851	Zm00001d024843	0.0	12_Zea mays	92.6984	92.9936	0.028	0.5569
Zm00001d048851	Zm00001d048850	2e-77	12_Zea mays	99.1453	99.1453	0.0049	0.0197
Zm00001d043205	Zm00001d043204	2e-26	05_Magnoliophyta	27.8481	35.4839	0.4051	6.4788
Zm00001d002729	Zm00001d002727	3e-53	09_Poaceae	25.4167	27.9817	0.6615	1.8072
Zm00001d015964	Zm00001d015963	0.0	10_Panicoideae	70.2929	66.7992	0.175	0.8462
Zm00001d006282	Zm00001d006276	9e-55	10_Panicoideae	58.5526	58.5526	0.2601	1.6844
Zm00001d046466	Zm00001d046460	9e-94	08_commelinids	42.8261	41.7373	0.425	38.6798
Zm00001d028009	Zm00001d028008	0.0	12_Zea mays	59.7647	93.7269	0	0
Zm00001d024481	Zm00001d024478	0.0	12_Zea mays	97.6534	97.6534	0.0105	0.0456
Zm00001d027820	Zm00001d027819	2e-58	12_Zea mays	70.229	69.697	0.1831	0.3766
Zm00001d025881	Zm00001d025875	3e-49	12_Zea mays	86.7159	85.6622	0.0609	0.1033
Zm00001d036567	Zm00001d036565	1e-76	12_Zea mays	76.8519	80.5825	0.1488	0.2046
Zm00001d023603	Zm00001d023596	0.0	11_Andropogoneae	91.6216	70.3319	0.035	0.9972
Zm00001d012252	Zm00001d012249	0.0	12_Zea mays	98.5507	98.5507	0.0056	0.0313
Zm00001d003237	Zm00001d003235	2e-97	12_Zea mays	64.6226	83.0303	0.091	0.2281
Zm00001d006526	Zm00001d006525	2e-176	10_Panicoideae	74.7153	72.4062	0.1244	1.1139
Zm00001d044156	Zm00001d044154	0.0	09_Poaceae	46.9112	62.3077	0.1876	2.3376
Zm00001d037008	Zm00001d037005	0.0	09_Poaceae	57.3386	55.916	0.2432	5.0573
Zm00001d023728	Zm00001d023723	0.0	12_Zea mays	99.1416	99.1416	0.0038	0.0117
Zm00001d003187	Zm00001d003186	3e-141	09_Poaceae	55.6675	58.3113	0.2582	1.3312
Zm00001d008488	Zm00001d008485	0.0	12_Zea mays	84.6266	84.7507	0.0875	0.141
Zm00001d024478	Zm00001d024477	8e-143	12_Zea mays	73.1047	77.7351	0.1341	0.4538
Zm00001d016885	Zm00001d016884	0.0	12_Zea mays	97.2789	97.2789	0.0113	0.0191
Zm00001d048978	Zm00001d048975	1e-130	11_Andropogoneae	52.7711	53.6765	0.3015	0.7089
Zm00001d036072	Zm00001d036069	7e-79	09_Poaceae	35.2381	35.1823	0.4514	47.0889
Zm00001d030972	Zm00001d030971	1e-139	12_Zea mays	57.8571	51.7572	0.3347	0.5562
Zm00001d044655	Zm00001d044654	2e-89	12_Zea mays	74.4041	85.4762	0.0767	0.1017
Zm00001d015070	Zm00001d015068	2e-44	12_Zea mays	100	100	0	0
Zm00001d023493	Zm00001d023483	0.0	12_Zea mays	71.5139	95.7333	0.0171	0.0335
Zm00001d020307	Zm00001d020306	2e-60	09_Poaceae	55.8252	33.5277	0.2486	96.9231
Zm00001d048774	Zm00001d048771	7e-169	10_Panicoideae	66.4671	69.2308	0.1763	1.3233
Zm00001d023289	Zm00001d023286	3e-45	12_Zea mays	98.9796	98.9796	0	0
Zm00001d045414	Zm00001d045412	5e-120	12_Zea mays	54.0059	70.5426	0.0881	0.337
Zm00001d002169	Zm00001d002166	0.0	12_Zea mays	98.8172	98.8172	0.0064	0.0182
Zm00001d000017	Zm00001d000012	2e-150	12_Zea mays	96.9027	96.4758	0.0141	0.0677
Zm00001d018990	Zm00001d018989	0.0	12_Zea mays	98.7624	98.7624	0.0055	0
Zm00001d046243	Zm00001d046242	0.0	11_Andropogoneae	32.2896	55.5556	0.3598	1.5015
Zm00001d046093	Zm00001d046091	0.0	10_Panicoideae	65.0206	62.9482	0.1985	1.1295
Zm00001d016142	Zm00001d016137	2e-23	09_Poaceae	28.3582	41.0072	0.4186	80.67
Zm00001d016024	Zm00001d016022	2e-136	12_Zea mays	76.1194	97.1429	0.0118	0.0575
Zm00001d034186	Zm00001d034184	0.0	12_Zea mays	92.8709	93.4109	0.027	0.1584
Zm00001d007705	Zm00001d007700	2e-177	12_Zea mays	100	100	0	0
Zm00001d002412	Zm00001d002410	2e-98	09_Poaceae	51.3423	55.2347	0.336	20.0814
Zm00001d031281	Zm00001d031280	4e-31	11_Andropogoneae	69.4631	69.9324	0.186	0.8545
Zm00001d015912	Zm00001d015905	6e-122	10_Panicoideae	77.7778	80.5556	0.1018	0.7234
Zm00001d051355	Zm00001d051350	9e-37	09_Poaceae	46.0526	42.8571	0.288	92.9944
Zm00001d002707	Zm00001d000237	4e-175	09_Poaceae	67.957	67.666	0.1835	1.3665
Zm00001d044589	Zm00001d044587	2e-81	11_Andropogoneae	63.8376	62.6812	0.2434	0.5161
Zm00001d045400	Zm00001d045398	2e-45	09_Poaceae	48.8971	45.3925	0.2826	120.4081
Zm00001d006282	Zm00001d006279	2e-84	12_Zea mays	89.4737	93.1507	0.0312	0.0838
Zm00001d017466	Zm00001d017462	6e-19	03_Embryophyta	23.7082	27.6596	0.4873	100.0788
Zm00001d037389	Zm00001d037386	3e-15	09_Poaceae	36.5828	28.0998	0.5455	58.2088
Zm00001d006697	Zm00001d006688	0.0	11_Andropogoneae	85.3846	86.0465	0.0596	0.6377
Zm00001d003436	Zm00001d003434	7e-157	09_Poaceae	37.6731	35.5091	0.4492	4.4577
Zm00001d044732	Zm00001d044730	6e-57	09_Poaceae	40.553	39.6396	0.4458	2.3225
Zm00001d042173	Zm00001d000411	6e-47	12_Zea mays	98.4127	98.4127	0.0068	0
Zm00001d032744	Zm00001d032740	0.0	06_Mesangiospermae	56.5436	55.6106	0.253	6.9019
Zm00001d029318	Zm00001d029314	1e-97	10_Panicoideae	81.1258	51.0417	0.07	0.4701
Zm00001d046675	Zm00001d046673	6e-41	12_Zea mays	96.9697	98.4615	0.006	0.1623
Zm00001d040787	Zm00001d040785	2e-26	12_Zea mays	96.0784	96.0784	0.016	0.1528
Zm00001d039026	Zm00001d039022	1e-132	12_Zea mays	72.3716	72.3716	0.1676	0.1555
Zm00001d003016	Zm00001d003015	0.0	09_Poaceae	67.1736	74.1259	0.126	1.9856
Zm00001d034457	Zm00001d034447	0.0	12_Zea mays	57.9462	87.4539	0.0959	0.1457
Zm00001d053332	Zm00001d053331	6e-83	12_Zea mays	95.935	95.935	0.0182	0.0349
Zm00001d024386	Zm00001d024382	7e-145	09_Poaceae	77.5	77.2242	0.1152	1.5711
Zm00001d041684	Zm00001d041678	0.0	12_Zea mays	78.4091	87.7119	0.0696	0.1469
Zm00001d049435	Zm00001d049433	2e-162	12_Zea mays	97.8166	98.2456	0.0106	0.1411
Zm00001d049219	Zm00001d049217	0.0	12_Zea mays	97.7528	97.7528	0.0094	0.0395
Zm00001d002893	Zm00001d002888	9e-135	10_Panicoideae	62.6984	63.369	0.2007	2.8735
Zm00001d047066	Zm00001d047064	1e-75	09_Poaceae	46.6258	45.9215	0.4085	126.5501
Zm00001d044033	Zm00001d044031	6e-142	09_Poaceae	55.1724	57.4359	0.2516	28.3158
Zm00001d028469	Zm00001d028467	9e-45	10_Panicoideae	36.4929	48.7342	0.307	0.9946
Zm00001d016389	Zm00001d016387	1e-75	12_Zea mays	84.8635	76.1693	0.0564	0.1741
Zm00001d046005	Zm00001d046004	3e-108	07_Petrosaviidae	33.2168	35.9848	0.4471	103.5461
Zm00001d041907	Zm00001d041904	3e-44	12_Zea mays	87.1287	86.2745	0.0694	0.4266
Zm00001d039123	Zm00001d039121	0.0	12_Zea mays	97.7591	94.837	0.0102	0.0186
Zm00001d040820	Zm00001d040818	4e-132	06_Mesangiospermae	43.8871	35.3982	0.4844	3.7937
Zm00001d011983	Zm00001d011981	0.0	12_Zea mays	84.9609	84.3568	0.0905	0.1924
Zm00001d028467	Zm00001d028465	4e-63	10_Panicoideae	55.0633	41.8269	0.2608	1.0536
Zm00001d021455	Zm00001d021454	2e-68	12_Zea mays	90.7895	92.6174	0.0352	0.1348
Zm00001d042104	Zm00001d042099	1e-53	11_Andropogoneae	74.0088	73.6842	0.1396	0.7246
Zm00001d017192	Zm00001d017190	5e-80	12_Zea mays	56.5217	54.9296	0.1996	0.3882
Zm00001d034376	Zm00001d034372	0.0	06_Mesangiospermae	71.7241	67.9739	0.1615	8.5498
Zm00001d016391	Zm00001d016389	5e-56	12_Zea mays	79.3722	87.8412	0.0562	0.0807
Zm00001d033136	Zm00001d033132	0.0	12_Zea mays	100	100	0	0
Zm00001d040609	Zm00001d040608	4e-160	12_Zea mays	97.7695	98.1343	0.0082	0.1592
Zm00001d023267	Zm00001d023265	0.0	12_Zea mays	88.8782	89.2204	0.0559	0.0556
Zm00001d035881	Zm00001d035879	2e-161	12_Zea mays	83.5526	94.4238	0.0253	0.0439
Zm00001d023266	Zm00001d023264	5e-82	09_Poaceae	76.3889	24.7191	0.0963	0.1323
Zm00001d049438	Zm00001d049436	7e-159	12_Zea mays	98.6487	96.0526	0.0072	0.0401
Zm00001d007793	Zm00001d007790	0.0	12_Zea mays	97.995	97.995	0.0101	0.0288
Zm00001d035003	Zm00001d035002	9e-44	11_Andropogoneae	68.5714	69.5652	0.1207	0.9193
Zm00001d054085	Zm00001d054081	1e-96	07_Petrosaviidae	46.8208	46.2857	0.4146	2.4534
Zm00001d036643	Zm00001d036641	0.0	12_Zea mays	75.2066	72.0317	0.1691	0.2803
Zm00001d023872	Zm00001d023869	5e-55	10_Panicoideae	83.8095	84.6154	0.0692	0.5422
Zm00001d049437	Zm00001d049435	6e-159	12_Zea mays	96.4912	96.0699	0.0192	0.1152
Zm00001d039941	Zm00001d039936	2e-25	06_Mesangiospermae	40.9639	44.7368	0.314	25.8467
Zm00001d024900	Zm00001d024897	2e-56	12_Zea mays	86.4078	86.4078	0.097	0.185
Zm00001d053838	Zm00001d053834	0.0	06_Mesangiospermae	55.8879	78.4777	0.0091	6.8357
Zm00001d007635	Zm00001d007632	5e-26	06_Mesangiospermae	25.9943	29.0938	0.7926	1.1611
Zm00001d021020	Zm00001d021018	4e-93	09_Poaceae	98.4962	84.5161	0.0061	1.1184
Zm00001d031906	Zm00001d031904	4e-180	12_Zea mays	97.026	92.8826	0.0141	0.3331
Zm00001d029117	Zm00001d029115	0.0	12_Zea mays	68.9349	99.5726	0	0
Zm00001d052090	Zm00001d052089	1e-98	12_Zea mays	69.5266	50.4292	0.1714	0.2749
Zm00001d048851	Zm00001d048847	2e-81	12_Zea mays	82.4786	72.2846	0.1193	0.1876
Zm00001d029630	Zm00001d029628	3e-29	09_Poaceae	53.4483	48.062	0.3647	1.6013
Zm00001d045247	Zm00001d045244	3e-36	11_Andropogoneae	45.7237	47.6027	0.3814	0.8493
Zm00001d044458	Zm00001d044457	0.0	12_Zea mays	98.957	98.957	0.0048	0.0084
Zm00001d001943	Zm00001d001941	0.0	09_Poaceae	57.7933	60.219	0.1916	1.5733
Zm00001d006262	Zm00001d006257	5e-170	12_Zea mays	100	17.9907	0	0
Zm00001d021938	Zm00001d021936	0.0	11_Andropogoneae	85.5751	85.7422	0.0644	0.4358
Zm00001d045855	Zm00001d045852	8e-64	09_Poaceae	26.7218	62.5806	0.2593	2.0611
Zm00001d005935	Zm00001d005933	2e-71	06_Mesangiospermae	45.5516	37.9822	0.3541	94.1323
Zm00001d042337	Zm00001d042336	2e-90	09_Poaceae	41.7553	44.8571	0.365	132.3885
Zm00001d029924	Zm00001d029922	1e-49	10_Panicoideae	63.1336	57.2025	0.1936	0.9328
Zm00001d036804	Zm00001d036801	0.0	05_Magnoliophyta	69.8225	60.9819	0.1565	91.0739
Zm00001d048593	Zm00001d048592	0.0	11_Andropogoneae	76.4434	71.4903	0.1117	1.9478
Zm00001d013269	Zm00001d013268	0.0	05_Magnoliophyta	62.4013	60.8629	0.2207	4.8445
Zm00001d052572	Zm00001d052557	1e-68	12_Zea mays	70.4861	59.5308	0.2198	0.4517
Zm00001d007661	Zm00001d007658	2e-31	12_Zea mays	6.79305	61.4286	0.3203	0.5593
Zm00001d017510	Zm00001d017508	4e-32	09_Poaceae	60.1562	61.1111	0.2223	3.652
Zm00001d023411	Zm00001d023402	0.0	12_Zea mays	95.585	94.3355	0.0161	0.129
Zm00001d027901	Zm00001d027899	1e-17	09_Poaceae	39.2265	43.2927	0.443	3.2904
Zm00001d034653	Zm00001d034651	4e-74	09_Poaceae	79.4643	43.0993	0.1098	0.3519
Zm00001d012788	Zm00001d012785	2e-162	09_Poaceae	61.2159	62.3932	0.2278	1.7341
Zm00001d033362	Zm00001d033360	1e-129	12_Zea mays	92.8205	88.7255	0.0328	0.0146
Zm00001d024735	Zm00001d024734	6e-62	09_Poaceae	36.9146	37.8531	0.4971	65.9994
Zm00001d053538	Zm00001d053534	3e-42	12_Zea mays	90.4412	88.4892	0.0408	0.0573
Zm00001d005879	Zm00001d005878	1e-35	12_Zea mays	79.1209	79.1209	0.116	0.2715
Zm00001d018187	Zm00001d018183	0.0	12_Zea mays	99.1803	99.1803	0.0041	0.006
Zm00001d035063	Zm00001d035056	2e-99	12_Zea mays	96	98.3607	0.0061	0.1032
Zm00001d021207	Zm00001d021205	2e-31	09_Poaceae	54.6218	52.8455	0.2334	94.1986
Zm00001d031907	Zm00001d031906	4e-179	12_Zea mays	96.2825	96.2825	0.0155	0.3484
Zm00001d007495	Zm00001d007491	0.0	12_Zea mays	87.8173	82.696	0.0509	0.0499
Zm00001d028815	Zm00001d028814	1e-115	12_Zea mays	100	100	0	0
Zm00001d048703	Zm00001d048702	0.0	09_Poaceae	59.2453	59.8095	0.22	1.7301
Zm00001d037632	Zm00001d037631	1e-39	10_Panicoideae	68.9076	70.0855	0.1681	0.3721
Zm00001d003235	Zm00001d003232	1e-42	12_Zea mays	41.8182	41.0714	0.3254	0.5123
Zm00001d014160	Zm00001d014159	2e-23	12_Zea mays	95.1784	45.6944	0.0312	0.0441
Zm00001d018764	Zm00001d018760	7e-97	12_Zea mays	61.0837	39.4904	0.2202	0.274
Zm00001d004796	Zm00001d004794	2e-97	12_Zea mays	95.3846	94.4162	0.0194	0.0296
Zm00001d048101	Zm00001d048098	1e-175	12_Zea mays	95.2703	95.2703	0.0233	0.0516
Zm00001d042770	Zm00001d042768	4e-124	09_Poaceae	62.9252	61.4618	0.2627	2.2702
Zm00001d017276	Zm00001d017274	0.0	09_Poaceae	74.5739	74.6799	0.1328	4.3405
Zm00001d026663	Zm00001d026661	5e-79	12_Zea mays	56.0311	61.8026	0.2929	0.9218
Zm00001d044399	Zm00001d044396	2e-59	12_Zea mays	98.8636	98.8636	0.0042	0.1308
Zm00001d039956	Zm00001d039952	0.0	12_Zea mays	86.1751	85.977	0.0655	0.1981
Zm00001d045088	Zm00001d045086	0.0	09_Poaceae	55.8252	58.435	0.2743	6.2243
Zm00001d025599	Zm00001d025593	0.0	12_Zea mays	98.0149	98.0149	0.0075	0.111
Zm00001d022221	Zm00001d022216	0.0	12_Zea mays	100	100	0	0
Zm00001d016782	Zm00001d016777	0.0	12_Zea mays	98.7047	98.7047	0.0075	0.0271
Zm00001d046156	Zm00001d046154	1e-20	09_Poaceae	33.75	24.7706	0.5557	81.4012
Zm00001d008905	Zm00001d008903	7e-180	06_Mesangiospermae	51.6184	49.8355	0.3422	32.7203
Zm00001d025396	Zm00001d025394	0.0	12_Zea mays	80.2713	99.2378	0.0033	0.0113
Zm00001d045778	Zm00001d045774	8e-54	07_Petrosaviidae	39.6364	37.457	0.4604	108.6707
Zm00001d033412	Zm00001d033407	7e-78	09_Poaceae	43.3604	44.9438	0.3413	3.6303
Zm00001d046154	Zm00001d046152	4e-65	12_Zea mays	79.3578	83.9806	0.0763	0.2446
Zm00001d041670	Zm00001d041660	0.0	12_Zea mays	93.3162	93.7984	0.0329	0.1261
Zm00001d053403	Zm00001d053401	2e-164	10_Panicoideae	77.592	32.5386	0.1245	1.1534
Zm00001d051724	Zm00001d051722	5e-57	12_Zea mays	85.7143	43.2432	0.1039	0.1458
Zm00001d001909	Zm00001d001908	3e-130	11_Andropogoneae	61.7564	52.2782	0.209	0.427
Zm00001d003358	Zm00001d003357	2e-38	12_Zea mays	61.0619	50.7353	0.0296	0
Zm00001d029459	Zm00001d029457	0.0	12_Zea mays	77.7586	79.2619	0.1212	0.1475
Zm00001d007782	Zm00001d007777	7e-101	12_Zea mays	44.4444	67.2761	0.2403	0.4506
