Gene stable ID	Zea mays paralogue gene stable ID	Evalue	Paralogue last common ancestor with Zea mays	Paralogue %id. target Zea mays gene identical to query gene	Paralogue %id. query gene identical to target Zea mays gene	Paralogue dN with Zea mays	Paralogue dS with Zea mays
Zm00001d052828	Zm00001d052827	0.0	12_Zea mays	84.3407	80.3665	0.0534	0.2825
Zm00001d049781	Zm00001d049774	3e-83	09_Poaceae	34.7826	39.4203	0.5296	2.7334
Zm00001d035560	Zm00001d035559	3e-138	12_Zea mays	76.2346	76	0.1333	0.4423
Zm00001d024965	Zm00001d024939	5e-150	10_Panicoideae	60.4167	63.2399	0.2203	0.9794
Zm00001d027541	Zm00001d027540	4e-128	09_Poaceae	76.1062	76.4444	0.1235	2.7451
Zm00001d027679	Zm00001d027678	1e-41	06_Mesangiospermae	35.2459	51.497	0.2706	134.052
Zm00001d053918	Zm00001d053916	2e-158	11_Andropogoneae	81.1189	52.1348	0.092	0.2847
Zm00001d029703	Zm00001d029702	6e-80	09_Poaceae	33.4694	64.0625	0.2153	9.3626
Zm00001d038889	Zm00001d038887	2e-69	09_Poaceae	38.5852	38.961	0.4172	133.9892
Zm00001d049840	Zm00001d049838	7e-80	12_Zea mays	95.8333	95.8333	0.0174	0.2698
Zm00001d052628	Zm00001d052627	5e-175	10_Panicoideae	60.1253	62.8821	0.2026	62.3753
Zm00001d045669	Zm00001d045668	8e-19	09_Poaceae	70.7071	61.4035	0.2144	5.9102
Zm00001d040067	Zm00001d040066	2e-121	09_Poaceae	43.6912	45.8498	0.3731	78.9968
Zm00001d048728	Zm00001d048727	2e-19	10_Panicoideae	53.7313	51.6746	0.3384	5.0301
Zm00001d049433	Zm00001d049432	4e-155	12_Zea mays	100	100	0	0
Zm00001d001944	Zm00001d001943	0.0	09_Poaceae	60.4575	64.7986	0.177	1.7567
Zm00001d038415	Zm00001d038414	0.0	12_Zea mays	98.2759	98.2759	0.0083	0.0128
Zm00001d048720	Zm00001d048719	2e-42	10_Panicoideae	81.982	82.7273	0.0936	0.8309
Zm00001d051202	Zm00001d051199	2e-172	12_Zea mays	86.1446	89.9371	0.0421	0.1835
Zm00001d020282	Zm00001d020281	0.0	10_Panicoideae	74.4275	76.6208	0.1425	1.5073
Zm00001d017714	Zm00001d017713	0.0	10_Panicoideae	69.2967	70.5061	0.1127	0.901
Zm00001d006516	Zm00001d006515	2e-23	09_Poaceae	32.2727	36.5979	0.5574	107.145
Zm00001d008488	Zm00001d008487	8e-114	12_Zea mays	32.0644	89.0244	0.0568	0.2066
Zm00001d038425	Zm00001d038418	2e-167	12_Zea mays	73.0367	64.8837	0.1559	0.227
Zm00001d002435	Zm00001d002434	3e-164	10_Panicoideae	76.2918	75.6024	0.1218	0.9484
Zm00001d045846	Zm00001d045845	0.0	10_Panicoideae	63.1336	41.1411	0.2153	2.0077
Zm00001d002902	Zm00001d002901	2e-87	09_Poaceae	48.8889	38.3721	0.3312	12.2344
Zm00001d011590	Zm00001d011589	5e-38	09_Poaceae	25.3205	22.191	0.7601	87.9483
Zm00001d023385	Zm00001d023384	1e-17	11_Andropogoneae	53.5714	45.8015	0.3291	1.468
Zm00001d000196	Zm00001d000195	0.0	09_Poaceae	73.4177	73.5729	0.1599	1.2013
Zm00001d013439	Zm00001d013435	0.0	12_Zea mays	79.2169	41.7129	0.1235	0.2238
Zm00001d044580	Zm00001d044579	0.0	09_Poaceae	68.9938	68.0162	0.1597	1.6482
Zm00001d005717	Zm00001d005716	2e-66	10_Panicoideae	79.8246	64.0845	0.0891	1.8007
Zm00001d018615	Zm00001d018614	0.0	11_Andropogoneae	76.875	76.9552	0.1093	0.6426
Zm00001d031815	Zm00001d031813	6e-147	09_Poaceae	52.3918	52.8736	0.2748	101.6736
Zm00001d042562	Zm00001d042561	7e-115	12_Zea mays	62.3824	69.0972	0.09	0.268
Zm00001d020751	Zm00001d020750	2e-42	09_Poaceae	53.3623	52.452	0.322	1.7199
Zm00001d024726	Zm00001d024725	1e-13	11_Andropogoneae	86.4789	75.6158	0.0591	0.3246
Zm00001d052464	Zm00001d052463	5e-16	10_Panicoideae	37.3717	34.7992	0.4186	2.3695
Zm00001d041998	Zm00001d041996	1e-75	12_Zea mays	0.662983	1.62162	0.6946	3.0614
Zm00001d043519	Zm00001d043517	0.0	09_Poaceae	58.8798	58.0081	0.2828	1.4965
Zm00001d048169	Zm00001d048166	1e-25	12_Zea mays	82.5269	81.0026	0.0787	0.2255
Zm00001d014650	Zm00001d014649	0.0	12_Zea mays	86.9792	88.4534	0.0642	0.1318
Zm00001d019311	Zm00001d019306	0.0	09_Poaceae	68.3258	68.1716	0.1764	1.6845
Zm00001d021887	Zm00001d021886	2e-11	09_Poaceae	10.4	39.3939	0.5404	2.5175
Zm00001d053114	Zm00001d053113	5e-20	11_Andropogoneae	58.1818	58.1818	0.2729	0.8201
Zm00001d018003	Zm00001d018002	2e-133	12_Zea mays	80.8765	86.017	0.1183	0.1093
Zm00001d025901	Zm00001d025900	5e-63	09_Poaceae	53.3632	45.4198	0.2855	3.3738
Zm00001d036816	Zm00001d036815	0.0	12_Zea mays	99.0244	99.0244	0.0048	0.0814
Zm00001d047090	Zm00001d047089	2e-158	10_Panicoideae	88.1481	89.1386	0.0468	0.9525
Zm00001d033068	Zm00001d033067	0.0	10_Panicoideae	76.822	79.6778	0.1142	1.1005
Zm00001d018156	Zm00001d018155	0.0	05_Magnoliophyta	46.2451	38.6139	0.4003	6.3386
Zm00001d003185	Zm00001d003184	5e-173	10_Panicoideae	34.104	65.7382	0.1772	1.1763
Zm00001d022421	Zm00001d022420	7e-34	09_Poaceae	31.2183	60	0.24	174.1602
Zm00001d029631	Zm00001d029630	2e-34	09_Poaceae	45.6693	50	0.3764	19.5898
Zm00001d042281	Zm00001d042279	0.0	09_Poaceae	68.9579	74.2243	0.1302	31.6529
Zm00001d047648	Zm00001d047647	5e-71	10_Panicoideae	46.2094	34.5013	0.1905	0.9649
Zm00001d024740	Zm00001d024738	3e-132	10_Panicoideae	62.3853	60.355	0.2294	1.6728
Zm00001d014630	Zm00001d014629	2e-72	12_Zea mays	74.0891	78.2051	0.0799	0.2747
Zm00001d019066	Zm00001d019065	0.0	09_Poaceae	57.2581	57.4124	0.2785	81.0792
Zm00001d021444	Zm00001d021443	7e-22	09_Poaceae	9.21305	70.5882	0.1614	3.1864
Zm00001d023499	Zm00001d023498	3e-75	11_Andropogoneae	30.8017	36.0494	0.5989	1.7446
Zm00001d002848	Zm00001d002847	3e-136	10_Panicoideae	65.5172	66.5605	0.2182	0.8838
Zm00001d028888	Zm00001d028887	0.0	12_Zea mays	97.005	97.005	0.0122	0.0791
Zm00001d048990	Zm00001d048989	5e-119	11_Andropogoneae	69.0367	69.0367	0.1846	1.138
Zm00001d039574	Zm00001d039573	3e-96	12_Zea mays	81.9149	85.0829	0.0906	0.3581
Zm00001d020887	Zm00001d020886	1e-154	10_Panicoideae	58.4222	57.4423	0.2542	1.3634
Zm00001d005002	Zm00001d005001	0.0	09_Poaceae	69.3227	70.7317	0.1758	1.081
Zm00001d017459	Zm00001d017458	1e-127	09_Poaceae	67.3267	62.7692	0.2015	0.8604
Zm00001d005472	Zm00001d005471	2e-32	12_Zea mays	24.127	43.1818	0.2662	74.2881
Zm00001d032929	Zm00001d032927	9e-12	09_Poaceae	29.1262	37.2671	0.4589	100.7274
Zm00001d011327	Zm00001d011326	2e-21	12_Zea mays	55.4404	54.0404	0.3642	0.6846
Zm00001d011387	Zm00001d011386	2e-149	12_Zea mays	49.5098	31.4642	0.1638	0.2247
Zm00001d027685	Zm00001d027684	7e-17	09_Poaceae	26.8212	25.8786	0.5385	116.1966
Zm00001d023593	Zm00001d023592	0.0	10_Panicoideae	91.8239	91.25	0.0357	1.1998
Zm00001d003696	Zm00001d003695	8e-171	12_Zea mays	67.0833	66.6667	0.1636	0.3122
Zm00001d000018	Zm00001d000017	3e-146	12_Zea mays	93.8053	93.8053	0.0297	0.1509
Zm00001d036822	Zm00001d036821	0.0	12_Zea mays	99.5122	99.5122	0.002	0.0168
Zm00001d024959	Zm00001d024958	4e-81	12_Zea mays	95	95	0.0228	0.11
Zm00001d046145	Zm00001d046143	2e-33	10_Panicoideae	40.2778	39.726	0.4399	1.9512
Zm00001d018452	Zm00001d018451	6e-42	08_commelinids	41.7219	36.6279	0.4222	4.403
Zm00001d002899	Zm00001d002898	1e-85	09_Poaceae	46.2908	43.9437	0.3986	123.2117
Zm00001d045071	Zm00001d045070	0.0	12_Zea mays	99.3711	99.0596	0.0014	0.0247
Zm00001d003722	Zm00001d003719	5e-24	10_Panicoideae	48.8166	48.5294	0.3196	1.305
Zm00001d029587	Zm00001d029586	1e-57	10_Panicoideae	60.0806	63.9485	0.1813	1.1729
Zm00001d022516	Zm00001d022420	2e-135	12_Zea mays	63.2576	81.4634	0.1303	0.6265
Zm00001d037383	Zm00001d037382	2e-133	06_Mesangiospermae	48.3402	49.0526	0.3659	92.1839
Zm00001d033050	Zm00001d033049	4e-15	09_Poaceae	45.0549	50.6173	0.4084	2.4796
Zm00001d044289	Zm00001d044288	1e-134	09_Poaceae	48.248	65.8088	0.217	1.0231
Zm00001d048159	Zm00001d048157	2e-178	12_Zea mays	99.6154	99.6154	0.0016	0.0354
Zm00001d002350	Zm00001d002349	0.0	08_commelinids	53.0499	35.7855	0.3545	1.0918
Zm00001d051964	Zm00001d051961	2e-176	12_Zea mays	95.6349	97.8084	0.0094	0.0179
Zm00001d040759	Zm00001d040757	6e-18	12_Zea mays	100	12.973	0	0
Zm00001d018711	Zm00001d018710	7e-76	12_Zea mays	80.6971	79.2105	0.1054	0.1295
Zm00001d046714	Zm00001d046711	3e-72	10_Panicoideae	34.7181	71.7791	0.1568	0.7923
Zm00001d033837	Zm00001d033836	2e-118	10_Panicoideae	63.0872	63.7288	0.1274	0.575
Zm00001d047886	Zm00001d047884	2e-142	12_Zea mays	54.8	95.8042	0.019	0
Zm00001d026489	Zm00001d026488	1e-144	07_Petrosaviidae	52.2959	50.4926	0.3232	131.5751
Zm00001d015637	Zm00001d015636	1e-97	07_Petrosaviidae	47.0752	46.8144	0.3374	99.4418
Zm00001d018282	Zm00001d018281	0.0	09_Poaceae	56.0664	55.7814	0.2996	5.8221
Zm00001d019374	Zm00001d019373	0.0	12_Zea mays	65.0943	70.9877	0.1697	0.2186
Zm00001d042934	Zm00001d042933	2e-21	06_Mesangiospermae	25.7778	31.8681	0.4016	3.0904
Zm00001d038429	Zm00001d038428	0.0	12_Zea mays	78.8321	79.6069	0.1008	0.0972
Zm00001d018998	Zm00001d018995	0.0	12_Zea mays	91.3924	88.6978	0.0439	0.0334
Zm00001d021577	Zm00001d021576	4e-144	09_Poaceae	62.2917	60.6491	0.222	5.7002
Zm00001d044443	Zm00001d044442	4e-33	09_Poaceae	73.7569	67.8526	0.1608	1.5002
Zm00001d035109	Zm00001d035108	0.0	12_Zea mays	98.8189	98.8189	0.0045	0.0875
Zm00001d021492	Zm00001d021491	6e-150	09_Poaceae	29.3247	28.4816	0.7109	15.3402
Zm00001d044590	Zm00001d044589	4e-100	12_Zea mays	70.5882	70.8487	0.1869	0.2109
Zm00001d033710	Zm00001d033709	4e-33	05_Magnoliophyta	48.0916	49.6063	0.3401	2.1553
Zm00001d033190	Zm00001d033189	5e-48	10_Panicoideae	54.2553	51.5152	0.3252	0.3795
